Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.76053
Y3,102319154004.80283
Y4,97094020093.95381
Y5,92199419326.03793
Y6,86596320206.16896
Y7,81279941492.40833
Y8,76298867065.1983
Y9,71635018413.95647
Y10,64837995179.96337
Y11,58860912912.70825
Y12,54402420891.29967
Y13,48879376478.363174
Y14,43558355766.16961
Y15,42142731825.452866
Y16,40644396058.543755
Y17,38401774381.01508
Y18,36353205375.77866
Y19,34525699134.358154
Y20,33052154226.86203
Y21,31803886567.49062
Y22,30393726606.95299
Y23,29047071206.621113
Y24,27716714146.60684
Y25,26570354777.099552
Y26,24637628433.775574
Y27,23549480882.416237
Y28,22419425023.23395
Y29,21261312580.62747
Y30,20260860884.186214
Y31,18818197948.02399
Y32,17868762302.474545
Y33,16930983415.879503
Y34,15856515369.110535
Y35,14884173003.136465
Y36,13997773321.08099
Y37,13218882261.24068
Y38,12624939952.25477
Y39,11993997486.569832
Y40,11371882621.413383
Y41,11150454519.149933
Y42,10561068467.06087
Y43,9998659247.858484
Y44,9454000766.500694
Y45,8996276345.755352
Y46,8521201805.644273
Y47,8068510315.763125
Y48,7592854859.162487
Y49,7166948516.825878
Y50,6738970985.992858
