,Scenario,Datetime,Region,Technology,Cost,Value
356,scenario1,2040,reg1,Electrochemical_ST,fixed_cost,0.0
357,scenario1,2020,reg1,SMR,fixed_cost,0.0
358,scenario1,2021,reg1,SMR,fixed_cost,0.0
359,scenario1,2022,reg1,SMR,fixed_cost,0.0
360,scenario1,2023,reg1,SMR,fixed_cost,0.0
361,scenario1,2024,reg1,SMR,fixed_cost,0.0
362,scenario1,2025,reg1,SMR,fixed_cost,0.0
363,scenario1,2026,reg1,SMR,fixed_cost,0.0
364,scenario1,2027,reg1,SMR,fixed_cost,0.0
365,scenario1,2028,reg1,SMR,fixed_cost,0.0
366,scenario1,2029,reg1,SMR,fixed_cost,0.0
367,scenario1,2030,reg1,SMR,fixed_cost,0.0
368,scenario1,2031,reg1,SMR,fixed_cost,0.0
369,scenario1,2032,reg1,SMR,fixed_cost,0.0
370,scenario1,2033,reg1,SMR,fixed_cost,0.0
371,scenario1,2034,reg1,SMR,fixed_cost,0.0
372,scenario1,2035,reg1,SMR,fixed_cost,0.0
373,scenario1,2036,reg1,SMR,fixed_cost,0.0
374,scenario1,2037,reg1,SMR,fixed_cost,0.0
375,scenario1,2038,reg1,SMR,fixed_cost,0.0
376,scenario1,2039,reg1,SMR,fixed_cost,0.0
377,scenario1,2040,reg1,SMR,fixed_cost,0.0
378,scenario1,2020,reg1,SFF_PP,fixed_cost,0.0
379,scenario1,2021,reg1,SFF_PP,fixed_cost,0.0
380,scenario1,2022,reg1,SFF_PP,fixed_cost,0.0
381,scenario1,2023,reg1,SFF_PP,fixed_cost,0.0
382,scenario1,2024,reg1,SFF_PP,fixed_cost,0.0
383,scenario1,2025,reg1,SFF_PP,fixed_cost,0.0
384,scenario1,2026,reg1,SFF_PP,fixed_cost,0.0
385,scenario1,2027,reg1,SFF_PP,fixed_cost,0.0
386,scenario1,2028,reg1,SFF_PP,fixed_cost,0.0
387,scenario1,2029,reg1,SFF_PP,fixed_cost,0.0
388,scenario1,2030,reg1,SFF_PP,fixed_cost,0.0
389,scenario1,2031,reg1,SFF_PP,fixed_cost,0.0
390,scenario1,2032,reg1,SFF_PP,fixed_cost,0.0
391,scenario1,2033,reg1,SFF_PP,fixed_cost,0.0
392,scenario1,2034,reg1,SFF_PP,fixed_cost,0.0
393,scenario1,2035,reg1,SFF_PP,fixed_cost,0.0
394,scenario1,2036,reg1,SFF_PP,fixed_cost,0.0
395,scenario1,2037,reg1,SFF_PP,fixed_cost,0.0
396,scenario1,2038,reg1,SFF_PP,fixed_cost,0.0
397,scenario1,2039,reg1,SFF_PP,fixed_cost,0.0
398,scenario1,2040,reg1,SFF_PP,fixed_cost,0.0
399,scenario1,2020,reg1,Oil_PP,fixed_cost,0.0
400,scenario1,2021,reg1,Oil_PP,fixed_cost,0.0
401,scenario1,2022,reg1,Oil_PP,fixed_cost,0.0
402,scenario1,2023,reg1,Oil_PP,fixed_cost,0.0
403,scenario1,2024,reg1,Oil_PP,fixed_cost,0.0
