Year,Actualized cost
Y0,68148060103.0502
Y1,94974693458.7047
Y2,155867372933.1497
Y3,88565201262.2179
Y4,85719966701.21304
Y5,83291640919.86023
Y6,76973141712.44028
Y7,70933871675.41933
Y8,66502195723.41803
Y9,63556617697.76325
Y10,61002217036.4477
Y11,54900952991.1485
Y12,51670399623.79753
Y13,49085660568.265816
Y14,46473643374.713524
Y15,43973364504.09209
Y16,41478047672.147804
Y17,39027688727.68454
Y18,36970068052.674934
Y19,36114755187.48715
Y20,33129561978.740932
Y21,31334678480.67331
Y22,30661772781.77913
Y23,28579472405.22633
Y24,27059882581.469147
Y25,26953940429.530495
Y26,25360070190.424156
Y27,23897073686.02763
Y28,22232902611.381195
Y29,21012405499.64104
Y30,19796637257.819237
Y31,18567290785.59533
Y32,17235329159.40361
Y33,16432196015.059362
Y34,15724958841.25888
Y35,15086432078.242071
Y36,14037462712.707157
Y37,13349261043.018894
Y38,12685540178.063877
Y39,12067908859.07618
Y40,11596353056.311735
Y41,10980811091.915733
Y42,10472274030.16587
Y43,9940807704.066551
Y44,9448692602.804255
Y45,8948885572.36104
Y46,8467443248.916592
Y47,8030705321.6430025
Y48,7630090854.887364
Y49,7276535592.586782
Y50,6969716220.018975
