Year,Actualized cost
Y0,68148060102.790985
Y1,94974693511.80713
Y2,158993382556.75958
Y3,91125543157.8399
Y4,88182723730.9778
Y5,85496865102.83076
Y6,80486635460.93965
Y7,73683111384.9592
Y8,69067328265.37163
Y9,64731716614.17835
Y10,60107581893.206085
Y11,56357953481.11176
Y12,58874807844.29389
Y13,48127657540.00365
Y14,44656613635.37
Y15,43648995475.56835
Y16,42555704044.629364
Y17,40421162314.2464
Y18,38327629562.07199
Y19,37321289972.5654
Y20,33941863345.130363
Y21,31226222205.742676
Y22,30416958613.16566
Y23,29344029119.759323
Y24,26743156991.08433
Y25,25678350842.122826
Y26,24205209396.68756
Y27,22845374329.572037
Y28,21272767555.51054
Y29,20094969254.190903
Y30,19038356546.383236
Y31,18122130177.69367
Y32,16706371820.520916
Y33,15928520519.021177
Y34,15114775342.99081
Y35,14104754188.32897
Y36,13436694656.97535
Y37,12791612592.150661
Y38,12168318993.444387
Y39,11558508938.874632
Y40,11151554492.178095
Y41,10571660843.106026
Y42,10192737658.97617
Y43,9529541770.81807
Y44,9052177997.884298
Y45,8560605826.340931
Y46,8102053805.566119
Y47,7667002142.15765
Y48,7301926046.124016
Y49,7029181029.541286
Y50,6746522489.274939
