Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.76053
Y3,106708282086.13164
Y4,101332119560.58833
Y5,96299655781.82484
Y6,90499291607.33719
Y7,84974050718.36842
Y8,79806159123.6572
Y9,74963241844.78955
Y10,67045446147.86208
Y11,60308141545.37548
Y12,55884911705.041405
Y13,52122198983.37332
Y14,48364092372.434425
Y15,44444452958.839134
Y16,42887500452.018425
Y17,40758766585.74998
Y18,38833042274.75446
Y19,36932772733.791695
Y20,34821503907.18618
Y21,33668444141.12953
Y22,32207598150.125515
Y23,30807030528.063892
Y24,29466212088.166584
Y25,28194931849.219646
Y26,26242171082.84869
Y27,25077616738.676365
Y28,23874805369.975666
Y29,22694338308.520638
Y30,21580922204.29742
Y31,20075399098.787376
Y32,19066096731.77301
Y33,18104013035.467648
Y34,17188025119.678413
Y35,15796244335.051579
Y36,15010518014.257881
Y37,14183401016.647238
Y38,13543537140.860014
Y39,12868844454.668905
Y40,12229848534.429525
Y41,11702811470.009897
Y42,11173581668.372786
Y43,10663418981.383728
Y44,10136672297.967506
Y45,9639348533.730453
Y46,9099346836.069473
Y47,8715264049.997595
Y48,8266144231.941788
Y49,7849960097.795711
Y50,7429595175.150925
