Year,Actualized emission
Y0,907372520.5238696
Y1,814752458.7749861
Y2,780911736.6837298
Y3,743736844.7906084
Y4,709465734.7206582
Y5,675550754.5896455
Y6,625766367.7736467
Y7,581001911.9185932
Y8,540510395.1716778
Y9,503470026.8605105
Y10,468135805.31630856
Y11,435642227.7716863
Y12,407991962.2664995
Y13,380787321.2589258
Y14,352301653.28191924
Y15,325161663.4015826
Y16,294781146.1755268
Y17,266300109.06783608
Y18,243489734.82163456
Y19,223798341.29389384
Y20,206183180.89861813
Y21,188718737.96057785
Y22,173186023.8696852
Y23,157427379.55285594
Y24,142927686.38687676
Y25,129848061.93698794
Y26,123138831.1960181
Y27,116801549.6709806
Y28,110788234.35098554
Y29,105082759.60642996
Y30,99677943.90373263
Y31,94932018.88919604
Y32,90371335.4765307
Y33,86038515.41036166
Y34,82012110.94656995
Y35,78059372.29179403
Y36,74356297.64959858
Y37,70815521.57104626
Y38,67443353.87718692
Y39,64231739.29315679
Y40,61173085.041101694
Y41,58256599.78692355
Y42,55485174.8837863
Y43,52821552.13154703
Y44,50306647.02580553
Y45,47950685.833492786
Y46,45677841.32116106
Y47,43417300.056216024
Y48,41206642.86931247
Y49,39309596.20714219
Y50,37559896.14053476
