Year,Actualized cost
Y0,50633370262.529076
Y1,101321597128.70961
Y2,159237450196.89438
Y3,92057804921.69939
Y4,88821973810.05022
Y5,85475012539.33102
Y6,80867589515.13457
Y7,76451820531.43614
Y8,72454284505.9113
Y9,68432386877.16519
Y10,62518417913.87652
Y11,55896019416.7348
Y12,50660076790.53255
Y13,44060175547.45907
Y14,40980936695.454445
Y15,38360246086.29268
Y16,40281322919.68977
Y17,37544203168.1263
Y18,39330401417.63739
Y19,36882508242.50099
Y20,34792296230.84444
Y21,36007792312.4573
Y22,34119254731.10075
Y23,32328278017.433117
Y24,30597933229.643948
Y25,28887636031.163376
Y26,21844499374.23667
Y27,21064775844.156326
Y28,20932670896.14976
Y29,19615801308.832912
Y30,18253642976.439255
Y31,16812194366.418661
Y32,16012179190.41657
Y33,14523714075.825172
Y34,13821181908.62757
Y35,12958717318.155035
Y36,11909354072.627178
Y37,11314988059.522581
Y38,11651121279.286165
Y39,11925274049.226248
Y40,11181730650.15533
Y41,11514767405.564613
Y42,10776755965.328045
Y43,10267305297.348576
Y44,9531485291.733421
Y45,8891905277.623575
Y46,7535608969.764697
Y47,7107748488.834744
Y48,6619549499.251166
Y49,6239052363.780991
Y50,5911681667.9265375
