Year,Actualized emission
Y0,559600958.5974308
Y1,519272054.6906754
Y2,562418204.6832896
Y3,529450804.2157723
Y4,531899301.43724555
Y5,557257173.8925854
Y6,520258919.2551905
Y7,496098813.3598164
Y8,482114646.2720717
Y9,469104818.21532255
Y10,447854151.9469286
Y11,436223670.8362371
Y12,426562173.9649163
Y13,417649194.7640952
Y14,424023103.516846
Y15,405785021.3406734
Y16,407062542.0368918
Y17,402062033.09199816
Y18,406856240.279738
Y19,388628665.870105
Y20,389711305.6551589
Y21,376900016.3232433
Y22,364612717.0835586
Y23,320134748.34012777
Y24,317933595.10436285
Y25,317211094.5178874
Y26,334156507.2215316
Y27,344267532.2576394
Y28,354771150.57719743
Y29,365664475.758801
Y30,376945139.7860769
