Year,Actualized cost
Y0,26060487498.4039
Y1,37238852790.78834
Y2,59332270098.905365
Y3,34971949849.58209
Y4,36329353062.90908
Y5,35357565151.118614
Y6,34400904641.15119
Y7,33045149345.303116
Y8,31712063849.289093
Y9,31557796424.848946
Y10,28470723741.990906
Y11,27771686828.132717
Y12,26886920835.208138
Y13,25244551301.85797
Y14,24532339345.82504
Y15,24076056342.24201
Y16,23300499397.060574
Y17,23373910263.740246
Y18,22329265396.548824
Y19,21239481361.884243
Y20,20258335785.733425
Y21,19747205159.042896
Y22,19237158089.135788
Y23,18567872420.59341
Y24,18479471687.632187
Y25,17936752368.387962
Y26,17242387366.215424
Y27,16427885621.678102
Y28,16200078162.140875
Y29,16410762191.90769
Y30,15515049071.417446
