Year,Actualized emission
Y0,907372520.5918913
Y1,814903214.5323315
Y2,781055314.0630454
Y3,743736844.5357683
Y4,709465734.7792565
Y5,675545580.650811
Y6,625781132.9804621
Y7,581021763.6917969
Y8,540516996.0879278
Y9,503476587.57587755
Y10,468342308.14691716
Y11,435381656.5077051
Y12,406661936.97114474
Y13,379323152.44010526
Y14,353876874.1633225
Y15,328273397.49062365
Y16,304284491.87366426
Y17,282831580.1940536
Y18,261760532.77471492
Y19,242722566.63132063
Y20,224837991.21656975
Y21,209869342.53764158
Y22,195113258.389
Y23,181804351.26328182
Y24,168741504.23468265
Y25,156268885.34114838
Y26,147415972.6171557
Y27,139850567.9844426
Y28,132568758.87140577
Y29,125923309.2495925
Y30,119700278.81333566
Y31,113998753.90703164
Y32,108244438.5835024
Y33,102896954.1337855
Y34,98126526.87997817
Y35,93363316.05770524
Y36,89021700.05540922
Y37,84782571.48134209
Y38,80745306.17270677
Y39,76881576.7218765
Y40,73574104.40109366
Y41,70587565.24103932
Y42,67316789.718149
Y43,64201096.79034831
Y44,61217698.49728679
Y45,58552674.682837054
Y46,55586403.33139839
Y47,52715284.92570777
Y48,50289518.75883625
Y49,47967629.52721167
Y50,45938142.26430299
