Year,Actualized cost
Y0,68121070383.391655
Y1,94954019738.67676
Y2,152014964715.477
Y3,86772063478.7692
Y4,84160681709.19583
Y5,81732919538.5975
Y6,75906861113.35475
Y7,70255253025.00336
Y8,65596892930.51274
Y9,62316689543.725525
Y10,59337590789.050255
Y11,53825304675.47447
Y12,50574709335.14366
Y13,47469622982.45815
Y14,44973301395.19719
Y15,42890571886.90184
Y16,40743140325.22915
Y17,38798807703.77837
Y18,36956432855.19393
Y19,36029261729.315094
Y20,33229958428.79059
Y21,31903481723.123756
Y22,30272059800.488014
Y23,28696117002.650593
Y24,26942754243.21016
Y25,26699891256.02239
Y26,25325354018.93199
Y27,23455678318.219437
Y28,22226769944.079124
Y29,20986314094.819256
Y30,19771284830.01038
Y31,18566783832.33944
Y32,17387468494.390053
Y33,16583444857.374653
Y34,15707752888.806187
Y35,14990147462.48697
Y36,14024819547.253325
Y37,13339398537.514853
Y38,12692497015.357986
Y39,12052150746.206495
Y40,11580853467.925028
Y41,10969493457.040154
Y42,10444624885.403543
Y43,9910362868.572222
Y44,9417788554.969847
Y45,8944195961.741512
Y46,8463380332.130378
Y47,8020002327.64555
Y48,7623974415.848421
Y49,7265202313.248409
Y50,6956981949.9793825
