Year,Actualized emission
Y0,907372520.5918913
Y1,814752458.4928515
Y2,780911736.8825883
Y3,724285783.7772653
Y4,691782952.2715263
Y5,659384958.0013285
Y6,611248190.0040311
Y7,566966756.5971278
Y8,526597223.55160356
Y9,487285174.07997113
Y10,459486960.3514334
Y11,430397534.93046373
Y12,403255173.57924765
Y13,376923769.95799077
Y14,326253466.0645539
Y15,305536316.25746703
Y16,284030702.67548186
Y17,264050505.83532
Y18,243252273.3687481
Y19,222970505.63324764
Y20,205203129.01430193
Y21,187967057.87827027
Y22,172862051.086109
Y23,159135934.94846478
Y24,146415202.6064962
Y25,134436827.95139468
Y26,127506544.46559994
Y27,120911587.01301531
Y28,114674440.82362631
Y29,108763261.60567625
Y30,103142188.3984697
Y31,98230655.61759019
Y32,93553005.35008588
Y33,89098100.33341512
Y34,84872307.01067251
Y35,80801626.81065118
Y36,76967885.59062698
Y37,73302748.18154949
Y38,69812141.12528524
Y39,66487753.452652596
Y40,63321669.95490723
Y41,60306352.338006884
Y42,57436485.37529633
Y43,54701414.643139355
Y44,52084684.53610278
Y45,49622745.47625767
Y46,47238088.84910142
Y47,44982466.712472714
Y48,42835422.25850129
Y49,40929071.0645824
Y50,39059440.23340758
