Year,Actualized cost
Y0,50633370262.529076
Y1,101321597128.70963
Y2,159237450196.89438
Y3,99441264336.15514
Y4,94518901814.99211
Y5,89905659528.85243
Y6,84528113661.4867
Y7,79404624926.18419
Y8,74598602427.04846
Y9,70087866226.73576
Y10,64033271630.412636
Y11,57453772303.2899
Y12,51578173224.871506
Y13,46312763807.77453
Y14,43038445726.01855
Y15,40102090839.37324
Y16,38326798927.07699
Y17,37615229629.85974
Y18,36215691052.46195
Y19,34605074312.322784
Y20,32654478179.470943
Y21,30814665484.11112
Y22,29563090254.366238
Y23,29056638089.157993
Y24,28191154660.062046
Y25,26987719782.565594
Y26,25042737089.322826
Y27,23775307367.81285
Y28,22634492759.25304
Y29,21523010029.68421
Y30,20552119976.261707
Y31,19095588949.4346
Y32,18132944208.579895
Y33,16531291652.533554
Y34,15713362847.857729
Y35,14923622579.46561
Y36,13735573679.55671
Y37,12975786301.49537
Y38,12333819628.559479
Y39,11739897533.45729
Y40,11186287644.293243
Y41,10832678539.104868
Y42,10428132063.69537
Y43,10184591316.44663
Y44,9754933419.083893
Y45,9257451111.720118
Y46,8719362401.396183
Y47,8297990927.992493
Y48,7851061410.668867
Y49,7431305929.778089
Y50,7031850707.043443
