Year,Actualized emission
Y0,936567587.0902913
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708390292.4087493
Y4,661708819.0509273
Y5,617649670.4847932
Y6,569075457.2303184
Y7,524692366.71493465
Y8,483316368.16485745
Y9,445169351.02806115
Y10,410696524.5826156
Y11,379835411.5124878
Y12,352483395.2249581
Y13,327786811.5786532
Y14,304944936.05529594
Y15,283695590.35327107
Y16,265502173.9185142
Y17,247605431.30325264
Y18,230552775.047986
Y19,214409639.2347794
Y20,199281149.51378775
Y21,190533030.82475182
Y22,182245201.76796305
Y23,173834108.19051397
Y24,165589522.59414306
Y25,157752264.935245
Y26,150240252.31928095
Y27,143085954.5897914
Y28,136272337.7045632
Y29,129783178.76625067
Y30,123603027.3964292
Y31,117717168.94898018
Y32,112111589.47521922
Y33,106772942.35735163
Y34,101688516.53081109
Y35,96642448.42416044
Y36,91967495.34985988
Y37,87588090.80939041
Y38,83417229.34227653
Y39,79444980.32597765
Y40,75661886.02474059
Y41,72693077.34331197
Y42,70037491.57842347
Y43,67437310.9306648
Y44,65006945.76158802
Y45,62727466.952051766
Y46,60414408.903848164
Y47,58261181.10689606
Y48,56176028.499441
Y49,54157350.33281641
Y50,51927141.82389464
