,Scenario,Datetime,Region,Technology,Emission,Value
384,scenario1,2047,reg1,Solar_PV_PP,CO2,0.0
385,scenario1,2048,reg1,Solar_PV_PP,CO2,0.0
386,scenario1,2049,reg1,Solar_PV_PP,CO2,0.0
387,scenario1,2050,reg1,Solar_PV_PP,CO2,0.0
388,scenario1,2051,reg1,Solar_PV_PP,CO2,0.0
389,scenario1,2052,reg1,Solar_PV_PP,CO2,0.0
390,scenario1,2053,reg1,Solar_PV_PP,CO2,0.0
391,scenario1,2054,reg1,Solar_PV_PP,CO2,0.0
392,scenario1,2055,reg1,Solar_PV_PP,CO2,0.0
393,scenario1,2056,reg1,Solar_PV_PP,CO2,0.0
394,scenario1,2057,reg1,Solar_PV_PP,CO2,0.0
395,scenario1,2058,reg1,Solar_PV_PP,CO2,0.0
396,scenario1,2059,reg1,Solar_PV_PP,CO2,0.0
397,scenario1,2060,reg1,Solar_PV_PP,CO2,0.0
398,scenario1,2061,reg1,Solar_PV_PP,CO2,0.0
399,scenario1,2062,reg1,Solar_PV_PP,CO2,0.0
400,scenario1,2063,reg1,Solar_PV_PP,CO2,0.0
401,scenario1,2064,reg1,Solar_PV_PP,CO2,0.0
402,scenario1,2065,reg1,Solar_PV_PP,CO2,0.0
403,scenario1,2066,reg1,Solar_PV_PP,CO2,0.0
404,scenario1,2067,reg1,Solar_PV_PP,CO2,0.0
405,scenario1,2068,reg1,Solar_PV_PP,CO2,0.0
406,scenario1,2069,reg1,Solar_PV_PP,CO2,0.0
407,scenario1,2070,reg1,Solar_PV_PP,CO2,0.0
408,scenario1,2020,reg1,Wind_PP,CO2,0.0
409,scenario1,2021,reg1,Wind_PP,CO2,0.0
410,scenario1,2022,reg1,Wind_PP,CO2,0.0
411,scenario1,2023,reg1,Wind_PP,CO2,0.0
412,scenario1,2024,reg1,Wind_PP,CO2,0.0
413,scenario1,2025,reg1,Wind_PP,CO2,0.0
414,scenario1,2026,reg1,Wind_PP,CO2,0.0
415,scenario1,2027,reg1,Wind_PP,CO2,0.0
416,scenario1,2028,reg1,Wind_PP,CO2,0.0
417,scenario1,2029,reg1,Wind_PP,CO2,0.0
418,scenario1,2030,reg1,Wind_PP,CO2,0.0
419,scenario1,2031,reg1,Wind_PP,CO2,0.0
420,scenario1,2032,reg1,Wind_PP,CO2,0.0
421,scenario1,2033,reg1,Wind_PP,CO2,0.0
422,scenario1,2034,reg1,Wind_PP,CO2,0.0
423,scenario1,2035,reg1,Wind_PP,CO2,0.0
424,scenario1,2036,reg1,Wind_PP,CO2,0.0
425,scenario1,2037,reg1,Wind_PP,CO2,0.0
426,scenario1,2038,reg1,Wind_PP,CO2,0.0
427,scenario1,2039,reg1,Wind_PP,CO2,0.0
428,scenario1,2040,reg1,Wind_PP,CO2,0.0
429,scenario1,2041,reg1,Wind_PP,CO2,0.0
430,scenario1,2042,reg1,Wind_PP,CO2,0.0
431,scenario1,2043,reg1,Wind_PP,CO2,0.0
432,scenario1,2044,reg1,Wind_PP,CO2,0.0
433,scenario1,2045,reg1,Wind_PP,CO2,0.0
434,scenario1,2046,reg1,Wind_PP,CO2,0.0
435,scenario1,2047,reg1,Wind_PP,CO2,0.0
436,scenario1,2048,reg1,Wind_PP,CO2,0.0
437,scenario1,2049,reg1,Wind_PP,CO2,0.0
438,scenario1,2050,reg1,Wind_PP,CO2,0.0
439,scenario1,2051,reg1,Wind_PP,CO2,0.0
440,scenario1,2052,reg1,Wind_PP,CO2,0.0
441,scenario1,2053,reg1,Wind_PP,CO2,0.0
