Year,Actualized emission
Y0,936567587.0902913
Y1,828824095.2819138
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033813
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.8077239
Y9,446003987.3978552
Y10,411055146.86620796
Y11,380140294.7342252
Y12,351559136.7342388
Y13,325494648.07289624
Y14,300959846.43419707
Y15,278349543.81546456
Y16,257879597.68701708
Y17,238030213.24148285
Y18,219958708.10441616
Y19,203419678.72157446
Y20,187712746.93039733
Y21,178838941.76716378
Y22,170136074.76772955
Y23,161856861.6445371
Y24,153982802.5166351
Y25,146564787.02898127
Y26,139585511.45617262
Y27,132938582.33921203
Y28,126608173.65639238
Y29,120579213.00608799
Y30,114837345.7200838
Y31,109368900.68579409
Y32,104160857.79599436
Y33,99200816.94856605
Y34,94476968.52244386
Y35,89859331.82162724
Y36,85529928.29422587
Y37,81457074.56592938
Y38,77578166.25326608
Y39,73883967.86025341
Y40,70365683.6764318
Y41,67037552.20169834
Y42,63845287.811141275
Y43,60805036.010610744
Y44,57909558.10534356
Y45,55146741.07726338
Y46,52518802.67890157
Y47,50017907.31323958
Y48,47636102.20308531
Y49,45367716.38389078
Y50,43207348.93703883
