Year,Actualized cost
Y0,68148060102.790985
Y1,94974693511.80714
Y2,158993382556.75964
Y3,91125543157.83994
Y4,88182723730.9778
Y5,85496865102.83076
Y6,80486635460.93965
Y7,73683111384.9592
Y8,69067328265.37163
Y9,64684240134.77262
Y10,60114669734.98841
Y11,56363593065.38335
Y12,59385240573.83648
Y13,48316440918.492165
Y14,44607841458.6414
Y15,43809350386.204575
Y16,42669510584.74275
Y17,40739804906.51905
Y18,38279665711.785675
Y19,37985020771.42732
Y20,33966386134.92774
Y21,31357859485.52128
Y22,30661217941.431053
Y23,29500798187.632767
Y24,26825169364.260834
Y25,25764160160.362293
Y26,24217482587.36573
Y27,22889722781.090096
Y28,21306670920.043633
Y29,20096156092.14745
Y30,19077342061.6895
Y31,18157836809.436146
Y32,16740347092.716333
Y33,15958855262.224152
Y34,15163238061.69979
Y35,14140695795.595173
Y36,13470203536.98273
Y37,12817700684.902212
Y38,12188927812.407972
Y39,11556129329.154787
Y40,11172289258.128677
Y41,10595339475.96579
Y42,10240657959.144278
Y43,9548142962.452244
Y44,9086674457.09478
Y45,8579931036.356003
Y46,8116731238.680624
Y47,7668942945.274044
Y48,7318449781.273807
Y49,7042823538.099713
Y50,6761190042.692095
