Year,Actualized cost
Y0,50633370262.485054
Y1,101170746339.15517
Y2,159267403470.47192
Y3,91761888014.0569
Y4,87594500728.53337
Y5,83426733492.4826
Y6,78457703677.39185
Y7,73719550549.7547
Y8,69273738276.00879
Y9,65078723709.233826
Y10,58888784090.63903
Y11,50981063645.32907
Y12,45880561715.0859
Y13,42863548696.699036
Y14,39684525011.541794
Y15,37137635587.767075
Y16,35206032115.80951
Y17,33230104414.843327
Y18,31910769946.97917
Y19,30357076706.43934
Y20,29055690288.931984
Y21,29107885835.318222
Y22,27876692132.450542
Y23,26409958888.108696
Y24,25157283876.181618
Y25,24087319551.338703
Y26,22292064511.759266
Y27,21204266469.98418
Y28,20185885680.95133
Y29,19282088783.79925
Y30,18331160762.56502
Y31,16291295742.436287
Y32,15375962964.244171
Y33,14612743935.28428
Y34,13880763138.08976
Y35,12883717736.714148
Y36,12040161974.97956
Y37,11409431347.23058
Y38,10859707228.492628
Y39,10335980696.05356
Y40,9902480045.542175
Y41,9665645088.403856
Y42,9340694959.518026
Y43,8926845257.248116
Y44,8580956071.018897
Y45,8151563078.921079
Y46,7710453160.509449
Y47,7341545762.957823
Y48,6895795813.2934675
Y49,6493477065.4330225
Y50,6105874511.665604
