Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.8077239
Y9,443731227.40628564
Y10,408956181.9822007
Y11,378743353.6821675
Y12,349865535.1384713
Y13,323718221.5709134
Y14,299282914.4192738
Y15,276770446.4017049
Y16,256299524.18495244
Y17,237439627.13321704
Y18,219901667.98196208
Y19,203397803.28017473
Y20,187701016.37396175
Y21,178693363.98240355
Y22,169997429.25843412
Y23,161724817.80701235
Y24,153857046.48089722
Y25,146445594.40899765
Y26,139471994.67523587
Y27,132830471.11927226
Y28,126505210.58978309
Y29,120481152.94265056
Y30,114743955.18347672
Y31,109279957.31759687
Y32,104076149.82628272
Y33,99120142.69169784
Y34,94400135.89685507
Y35,89786157.89249508
Y36,85459339.30630685
Y37,81389846.95838745
Y38,77514139.96036902
Y39,73822990.43844667
Y40,70307609.94137777
Y41,66959117.45771171
Y42,63770588.05496354
Y43,60733893.38567956
Y44,57841803.224456705
Y45,55087431.64233973
Y46,52473922.06138594
Y47,49975163.867986605
Y48,47595394.15998724
Y49,45328946.81903546
Y50,43170425.541938536
