Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89435
Y3,142704022776.12817
Y4,134453375812.37253
Y5,126763165137.3302
Y6,118594054712.22137
Y7,110905613364.96742
Y8,103796084670.92409
Y9,97201178529.70958
Y10,90550708414.67477
Y11,81701704907.79286
Y12,74066515457.91577
Y13,68045029195.77815
Y14,63260673390.28278
Y15,59022576721.19937
Y16,56877341331.69511
Y17,54733700905.089386
Y18,51752223835.988495
Y19,49756830362.295784
Y20,47714605837.883316
Y21,45680985159.77595
Y22,44810576466.635124
Y23,43566725174.7278
Y24,42335073511.80662
Y25,41152365669.86979
Y26,38599371306.27399
Y27,36735285067.59932
Y28,34976909116.443726
Y29,33268228368.991142
Y30,31651484481.79742
Y31,29665985825.12972
Y32,28200184907.494793
Y33,26802801823.672886
Y34,25472944663.41778
Y35,24186779996.302025
Y36,22592515011.018795
Y37,21365719030.533672
Y38,20329261730.715775
Y39,19331720425.90751
Y40,18387764726.711815
Y41,17984488073.833652
Y42,17103301868.632053
Y43,16176630233.556711
Y44,15336188199.393774
Y45,14539938083.161423
Y46,13759567598.687883
Y47,13062718261.278389
Y48,12357920430.747005
Y49,11685383036.117865
Y50,11045945665.98035
