Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89438
Y3,145589976763.03497
Y4,137036299602.51512
Y5,129063958906.91046
Y6,120649815609.10028
Y7,112770635227.74608
Y8,105482144583.35551
Y9,98502150250.05864
Y10,92190870156.14317
Y11,83050063368.21829
Y12,75242895744.79578
Y13,69038137171.83676
Y14,64149287056.88696
Y15,59817586128.56302
Y16,57846218861.480385
Y17,55244676066.40684
Y18,52521177614.21844
Y19,50501826168.13692
Y20,48369347488.67638
Y21,46626507232.90428
Y22,45608132515.58515
Y23,44388923715.25871
Y24,43178498602.72309
Y25,42008998519.117615
Y26,39418922349.87765
Y27,37515809134.27765
Y28,35720215761.578354
Y29,33976233284.375824
Y30,32325730517.152863
Y31,30308125512.54972
Y32,28811745937.29565
Y33,27385202029.845757
Y34,26016418202.814083
Y35,24713356454.801044
Y36,23101900291.53903
Y37,21846106625.427876
Y38,20786743270.325825
Y39,19767474730.57416
Y40,18802741593.04953
Y41,18395461524.629513
Y42,17442220116.33704
Y43,16536860469.634981
Y44,15678370968.044954
Y45,14872378281.803974
Y46,14074482253.762894
Y47,13358231938.599045
Y48,12639329048.262934
Y49,11953443847.015406
Y50,11298581336.798851
