Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,566814164.0626262
Y7,522668775.2792722
Y8,481617127.97301185
Y9,443746322.4414094
Y10,408956181.9822007
Y11,378065874.33804905
Y12,349624764.2388892
Y13,323612001.8658882
Y14,299207831.7663129
Y15,276715386.90117955
Y16,256151961.92175284
Y17,237406710.4886657
Y18,219878535.52272034
Y19,203385309.47045204
Y20,187224250.5078259
Y21,178674211.26518846
Y22,169979188.57537213
Y23,161707561.64280212
Y24,153840612.03879222
Y25,146417319.79161498
Y26,139445066.46820474
Y27,132804825.20781407
Y28,126480785.91220385
Y29,120457891.34495604
Y30,114721801.28091054
Y31,109258858.36277191
Y32,104056055.5835923
Y33,99101005.31770694
Y34,94336876.4939991
Y35,89768799.73014507
Y36,85457472.98291193
Y37,81388069.50753516
Y38,77512447.15003349
Y39,73821378.23812713
Y40,70306074.51250201
Y41,66955563.36778645
Y42,63767203.20741567
Y43,60730669.72134825
Y44,57838733.06795072
Y45,55084507.68376258
Y46,52461435.88929768
Y47,49963272.275521606
Y48,47584068.8338301
Y49,45318160.79412391
Y50,43160153.13726086
