Year,Actualized emission
Y0,907372520.5238696
Y1,814752458.7749863
Y2,780911736.6837298
Y3,743736844.7906084
Y4,709465734.7206582
Y5,675550754.5896455
Y6,625766367.7736467
Y7,581001911.9185932
Y8,540510395.1716778
Y9,503470026.8605105
Y10,468164425.7224
Y11,435609744.2633331
Y12,408018044.03046453
Y13,380812147.405862
Y14,350601287.03661966
Y15,325120492.1178051
Y16,293246763.9268506
Y17,266298620.33721036
Y18,241163287.54365948
Y19,219049999.6709022
Y20,200031386.076127
Y21,181603756.5471899
Y22,165917673.68554273
Y23,151681204.72601926
Y24,138358319.41031033
Y25,125972841.52048615
Y26,119515422.69941065
Y27,113406816.60530363
Y28,107608603.41211404
Y29,102069180.53439073
Y30,96842372.40715861
Y31,92228842.9512601
Y32,87836993.28691438
Y33,83623677.66100791
Y34,79694882.81400442
Y35,75868989.77544755
Y36,72270212.65687388
Y37,68828773.95892751
Y38,65551213.29421668
Y39,62429700.64270893
Y40,59456857.75496088
Y41,56596049.93362382
Y42,53903886.17215765
Y43,51339638.062272355
Y44,48895854.830811575
Y45,46597243.96997438
Y46,44353470.043761276
Y47,42188407.93671716
Y48,40189994.57819518
Y49,38333655.73827451
Y50,36603815.88372492
