Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.76053
Y3,92057804921.61734
Y4,88821973809.98776
Y5,85475012539.28825
Y6,80867589515.11562
Y7,76451820531.44156
Y8,72454284505.94206
Y9,68432386877.22243
Y10,61090232218.04852
Y11,54207774284.682556
Y12,49951261947.6231
Y13,46177653218.48276
Y14,42957182308.90582
Y15,38539897679.11214
Y16,36747023140.86173
Y17,36209504057.5965
Y18,34862749152.26875
Y19,33635276081.818386
Y20,32150094826.872993
Y21,30962294687.87975
Y22,29675927817.467716
Y23,28438611605.6383
Y24,27251960322.495033
Y25,26215686150.108776
Y26,24362888849.816383
Y27,23266078468.778866
Y28,21929423620.73713
Y29,20838750558.8347
Y30,19893557582.778706
Y31,18484549290.78084
Y32,17551362829.95167
Y33,16660760110.86773
Y34,15813581617.484232
Y35,14102654832.346224
Y36,13236365854.29201
Y37,13019028640.06738
Y38,12346595722.140593
Y39,11713803216.17484
Y40,11132709369.419325
Y41,10891054034.786694
Y42,10408825092.996769
Y43,9851083684.33252
Y44,9351352387.780214
Y45,8864498157.202347
Y46,8363426259.672156
Y47,7924299693.908698
Y48,7469044403.543453
Y49,7028805495.830543
Y50,6605244726.312355
