Year,Actualized cost
Y0,68153751039.27402
Y1,94975812253.51239
Y2,152750331045.69165
Y3,99872460136.3504
Y4,96591451884.72829
Y5,93751350055.4508
Y6,86691663251.8949
Y7,79964422689.2671
Y8,74872774427.54587
Y9,71353829049.66553
Y10,68240121503.042206
Y11,61639082767.37227
Y12,57722325041.025154
Y13,54690988982.19052
Y14,52607548660.78134
Y15,49448069088.24049
Y16,47547412144.65016
Y17,44522728673.878525
Y18,42446659357.09415
Y19,41010598784.70948
Y20,37656845594.888794
Y21,36008062150.65396
Y22,33875228353.252213
Y23,31555862777.425262
Y24,30314852941.604485
Y25,28716188011.568104
Y26,27053738744.664616
Y27,25606578201.692295
Y28,23769415553.682854
Y29,22494973397.730198
Y30,21398793180.57059
Y31,20334996651.08309
Y32,18810084191.374397
Y33,17863842681.29769
Y34,16843195590.008883
Y35,16269278415.000698
Y36,15166537861.081678
Y37,14394300434.805826
Y38,13797306719.183481
Y39,13195719535.339111
Y40,12554624554.209185
Y41,11931047681.35363
Y42,11328669603.203167
Y43,10761850407.160397
Y44,10249783842.896687
Y45,9732611104.329775
Y46,9175796395.287292
Y47,8703511931.540594
Y48,8294082282.165247
Y49,7948265650.93744
Y50,7621491368.958238
