Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.76053
Y3,92057804921.61737
Y4,88821973809.98778
Y5,85475012539.28825
Y6,80867589515.11562
Y7,76451820531.44156
Y8,72454284505.94206
Y9,68432386877.22243
Y10,60849158205.35884
Y11,54229811297.713554
Y12,49972369036.11238
Y13,46197759467.25672
Y14,42976306776.39186
Y15,38607442001.56585
Y16,36755499119.87934
Y17,35365582693.65012
Y18,33613951419.78853
Y19,32842080657.389275
Y20,31748758701.55395
Y21,31244840461.25816
Y22,29944951776.66561
Y23,27811992383.53874
Y24,26725838080.93716
Y25,26223479564.936764
Y26,24744980069.197327
Y27,23648508579.09903
Y28,22276059801.605072
Y29,21168870412.15444
Y30,20180215748.5338
Y31,18783967813.80034
Y32,17836601415.63174
Y33,16932341437.319357
Y34,16072230692.71154
Y35,14234135710.09849
Y36,13479541333.198864
Y37,12817183214.666641
Y38,12134764742.00533
Y39,11550377219.206984
Y40,11023533457.89522
Y41,10670834988.051643
Y42,10257642483.793415
Y43,9767936338.490536
Y44,9313763679.107399
Y45,9029277511.613432
Y46,8589390963.385205
Y47,8158597905.911177
Y48,7753293333.433908
Y49,7330917864.771109
Y50,6930818793.303002
