Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,720600075.7188225
Y4,671506653.9472765
Y5,625692183.8742323
Y6,575304084.6608653
Y7,528505341.8743305
Y8,485718346.82676655
Y9,446572698.9082733
Y10,412509977.53941876
Y11,382999381.46028954
Y12,355952991.23481154
Y13,330858390.99225944
Y14,307542618.1988533
Y15,285823816.37145895
Y16,263528021.3771468
Y17,243717622.44525844
Y18,224636885.2597132
Y19,206630155.4366869
Y20,189902397.7398579
Y21,178347881.80762845
Y22,167463178.2822329
Y23,158000369.10253423
Y24,149076515.1480391
Y25,140197788.09418786
Y26,133521702.94684556
Y27,127735319.89735901
Y28,121652685.61653237
Y29,115859700.5871737
Y30,110342571.98778446
Y31,105088163.79789
Y32,100083965.52179994
Y33,95318062.40171424
Y34,90779107.0492517
Y35,86456292.42785874
Y36,82339326.12177022
Y37,78418405.83025733
Y38,74684196.02881652
Y39,71127805.74173002
Y40,67806992.0508363
Y41,65660597.168083616
Y42,63598565.07015943
Y43,61344911.7935245
Y44,59337008.145804465
Y45,57331674.12835173
Y46,55366163.87088653
Y47,53399476.12361783
Y48,51549057.97874734
Y49,49755731.03706892
Y50,47591464.26169829
