Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708390292.4087493
Y4,661708819.0509273
Y5,618175776.0084745
Y6,569425216.8952166
Y7,524784376.74344015
Y8,483553994.5686868
Y9,447640571.056119
Y10,414263124.1717294
Y11,384472877.16145885
Y12,357303543.3599405
Y13,332464892.5387709
Y14,309376024.38070947
Y15,287960997.43492526
Y16,268894896.40758103
Y17,249517124.2393236
Y18,230948241.46191275
Y19,213174368.72761256
Y20,196577459.50602937
Y21,185692766.94549257
Y22,175230441.17948136
Y23,164757600.10560584
Y24,154873221.62157607
Y25,145519130.7588225
Y26,138589648.34173572
Y27,131990141.27784355
Y28,125704896.45508906
Y29,119718949.00484674
Y30,114018046.6712826
Y31,108588615.877412
Y32,103417729.40705906
Y33,98493075.62577051
Y34,93802929.16740051
Y35,89336123.0165719
Y36,85082021.92054465
Y37,81030497.06718539
Y38,77171901.96874797
Y39,73497049.4940457
Y40,69997189.99432923
Y41,67410002.36831836
Y42,65016753.99282872
Y43,62751308.957736194
Y44,60618727.92999887
Y45,58552870.12839156
Y46,56637794.34937771
Y47,54617029.18608821
Y48,52698521.4115754
Y49,50189068.01102419
Y50,47799112.39145161
