Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.76053
Y3,116856417804.72127
Y4,110723467590.3902
Y5,104990099940.42497
Y6,98541916002.50551
Y7,92418461031.10829
Y8,86713863569.59538
Y9,81389267780.43779
Y10,74276666836.31067
Y11,67412001101.24985
Y12,62461392328.6597
Y13,56554193212.90261
Y14,52600526758.27144
Y15,49164071289.30241
Y16,46464673513.67437
Y17,44085581142.47051
Y18,42328738842.41236
Y19,40610064661.91832
Y20,38236599769.88362
Y21,36835578564.56265
Y22,35310948505.45234
Y23,33848228409.62351
Y24,32134260775.695858
Y25,30836040852.09803
Y26,28970219689.90657
Y27,27564414258.695904
Y28,26243186955.178017
Y29,24949934416.223373
Y30,23729111368.243855
Y31,22121293572.813793
Y32,21014567659.417217
Y33,19959701979.65575
Y34,18955343691.04789
Y35,17764628835.01181
Y36,16619069101.445295
Y37,15783709996.771759
Y38,15002542233.035364
Y39,14258369797.515663
Y40,13555886564.29225
Y41,13204308353.118717
Y42,12517119737.507334
Y43,11913079498.879662
Y44,11351140304.491674
Y45,10746767961.288338
Y46,10150633754.353642
Y47,9613416898.819069
Y48,9080360367.209831
Y49,8551517321.124615
Y50,8059977151.082748
