Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,566814164.0626262
Y7,522668775.2792721
Y8,481617127.9730118
Y9,443731227.40628564
Y10,408956181.9822007
Y11,378065874.33804905
Y12,349624764.2388892
Y13,323612001.8658882
Y14,299207831.7663129
Y15,276715386.9011796
Y16,253881675.81939447
Y17,232940291.4032607
Y18,213817809.63718244
Y19,195615657.19545797
Y20,178618548.46417132
Y21,167656518.4491788
Y22,157325562.69394872
Y23,147611862.19182462
Y24,138478662.65503925
Y25,129879094.49053928
Y26,123694375.7052755
Y27,117804167.33835764
Y28,112194445.0841501
Y29,106851852.46109533
Y30,101763669.010567
Y31,96917780.0100638
Y32,92302647.62863217
Y33,87907283.45584017
Y34,83721222.3388954
Y35,79734497.46561465
Y36,75937616.63391872
Y37,72321539.65135114
Y38,68877656.81081061
Y39,65597768.39124821
Y40,62474065.13452209
Y41,59497978.73133695
Y42,56664741.64889234
Y43,53966420.61799269
Y44,51396591.064754955
Y45,48949134.34738567
Y46,46618223.187986344
Y47,44394826.839242786
Y48,42280787.465945505
Y49,40267416.63423382
Y50,38349920.6040322
