Year_name,NG_supply,SFF_supply,OP_supply,BW_supply,Geo_PP,Solar_PV_PP,Wind_PP,Small_Hydro_PP,Large_Hydro_PP
2015,0.0,0.0,0.0,0.0,438955.9900393745,0.0,0.0,0.0,487248.8605
