Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.8077239
Y9,445945892.4261639
Y10,410990288.89368814
Y11,380117746.58964807
Y12,351538070.3286742
Y13,325475614.45293176
Y14,300939000.88571763
Y15,278344733.80075437
Y16,257880757.01791874
Y17,238028188.52486247
Y18,219926772.6066521
Y19,203419799.84555194
Y20,187848221.90347764
Y21,178855377.08923012
Y22,170151727.45541182
Y23,161871690.199852
Y24,153996924.9502683
Y25,146582585.74728265
Y26,139602462.61645964
Y27,132954726.30139017
Y28,126623548.8584668
Y29,120593856.05568267
Y30,114851291.48160255
Y31,109382182.363431
Y32,104173507.01279141
Y33,99212863.8217061
Y34,94488441.7349582
Y35,89870258.6906885
Y36,85530177.10469091
Y37,81457311.52827704
Y38,77578391.93169242
Y39,73884182.79208802
Y40,70365888.37341714
Y41,67033049.83770893
Y42,63840999.84543708
Y43,60800952.233749576
Y44,57905668.79404723
Y45,55142806.82512702
Y46,52523816.19309297
Y47,50022682.08865997
Y48,47640649.60824759
Y49,45372047.24595009
Y50,43211473.567571506
