Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89438
Y3,132696732871.38254
Y4,125201635451.64014
Y5,118206998654.0227
Y6,110679616462.88933
Y7,103579269012.59505
Y8,96998325766.66666
Y9,90886313529.00003
Y10,84674147400.13542
Y11,76318794620.49185
Y12,68896444807.26724
Y13,63297593504.693016
Y14,58844203123.9953
Y15,54910777383.671005
Y16,52584492394.35854
Y17,51258725480.447716
Y18,48091358494.10045
Y19,46144135098.213234
Y20,43966970347.32327
Y21,42581072821.76723
Y22,41310951445.53815
Y23,40054169586.12437
Y24,38818189919.35627
Y25,37637783779.08015
Y26,35252587224.43088
Y27,33547608242.656925
Y28,31941025721.75173
Y29,30376812388.61211
Y30,28897716892.382942
Y31,27043692923.485527
Y32,25702556704.907337
Y33,24424107745.584625
Y34,23207444584.64576
Y35,22033198001.17326
Y36,20570803208.12037
Y37,19412367920.969307
Y38,18468926908.29338
Y39,17559912529.085014
Y40,16700305254.048553
Y41,16308581274.392965
Y42,15618832498.492075
Y43,14719707535.752193
Y44,13947416484.810257
Y45,13216507530.396492
Y46,12509935823.044247
Y47,11863095140.449753
Y48,11215422643.218534
Y49,10597923874.015242
Y50,10010097517.928122
