Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89438
Y3,92057804921.69939
Y4,88821973810.05022
Y5,85475012539.33102
Y6,80867589515.13457
Y7,76451820531.43614
Y8,72454284505.9113
Y9,68432386877.16519
Y10,60830789803.98076
Y11,54231085089.60294
Y12,49974806137.41217
Y13,46200265933.22074
Y14,42979288885.119545
Y15,38786219681.768845
Y16,36692941926.45482
Y17,36356770448.992355
Y18,35173521702.94954
Y19,35063169291.32215
Y20,33406293796.671986
Y21,31503133110.64422
Y22,30278447765.63163
Y23,29097460313.74155
Y24,27962540370.456524
Y25,26886910690.148582
Y26,24997749050.12855
Y27,23889482815.97653
Y28,22505509461.058968
Y29,21387365118.300076
Y30,20388274573.381107
Y31,18982120723.00275
Y32,18025318472.014996
Y33,17112068318.864338
Y34,16243400940.528631
Y35,14658590485.499645
Y36,13587875966.935892
Y37,12936105472.358429
Y38,12258812031.688976
Y39,11905252027.119688
Y40,11328742013.159267
Y41,10800476137.523525
Y42,10489800103.076733
Y43,10112917724.595366
Y44,9642467430.565042
Y45,9208198135.487331
Y46,8805280077.300308
Y47,8377054418.951629
Y48,7935857736.627316
Y49,7501192414.585908
Y50,7097432508.96063
