Year,Actualized cost
Y0,68148060103.0502
Y1,94974693458.7047
Y2,155867372933.1497
Y3,88565201262.2179
Y4,85719966701.21304
Y5,83291640919.86023
Y6,76973141712.44028
Y7,70933871675.41933
Y8,66502195723.41803
Y9,63655919406.67638
Y10,61042308129.41622
Y11,54256375496.714806
Y12,51796591808.88414
Y13,48993886060.217125
Y14,46164551139.91667
Y15,44291699844.594055
Y16,41407153237.313705
Y17,38944326415.66985
Y18,36944250900.55748
Y19,36308540833.44904
Y20,33140429674.21249
Y21,31793369624.07134
Y22,30214353586.03474
Y23,29030657955.49001
Y24,26961747723.62614
Y25,27007267501.93653
Y26,25285456181.994774
Y27,23834036317.120113
Y28,22186988995.142006
Y29,20893764553.9142
Y30,19728797874.754456
Y31,18503330086.747673
Y32,17203614863.932602
Y33,16401264590.972752
Y34,15676003017.28766
Y35,15042178189.013397
Y36,13987303459.28649
Y37,13301490325.475399
Y38,12629648493.463566
Y39,11992951345.244871
Y40,11555086914.38884
Y41,10941361167.077417
Y42,10456856978.153902
Y43,9915698630.446253
Y44,9411603040.77044
Y45,8908067658.075516
Y46,8446651808.918034
Y47,7997357863.73241
Y48,7613375845.546149
Y49,7248397647.19152
Y50,6947491768.687067
