Year,Actualized cost
Y0,50633370262.48505
Y1,101191530856.41635
Y2,159157778932.66245
Y3,92166694445.84137
Y4,88979082249.15442
Y5,85685057945.38193
Y6,81188159255.22719
Y7,76944180019.52594
Y8,71973553478.66914
Y9,65759324513.23098
Y10,61334852008.575325
Y11,55726930816.52564
Y12,51343071818.03032
Y13,46713028644.35817
Y14,42620921572.262856
Y15,40065162442.349815
Y16,40730976541.94745
Y17,37541259086.27948
Y18,35915765828.020004
Y19,34338217436.127296
Y20,32712889231.39573
Y21,30714769311.001747
Y22,29650134604.549175
Y23,27941796629.52337
Y24,27596445283.631268
Y25,27656409809.04647
Y26,25734592612.45323
Y27,24456965728.92794
Y28,23256412430.888058
Y29,22083130328.134995
Y30,20977027627.308147
Y31,19592792836.18788
Y32,18496715407.471054
Y33,17247545541.634365
Y34,15811243887.682981
Y35,14871087403.897367
Y36,14592799313.247763
Y37,13464773179.22685
Y38,12776547744.353325
Y39,12157692316.976646
Y40,11660430297.808773
Y41,11221910023.61414
Y42,10634942190.460646
Y43,10065101745.294197
Y44,9543291149.743582
Y45,9098956185.454105
Y46,8550122398.925422
Y47,8022324744.560085
Y48,7599364595.292414
Y49,7149670990.588796
Y50,6818885587.617255
