Year,Actualized emission
Y0,936567587.0902913
Y1,828996133.1534796
Y2,758542217.4066298
Y3,721148278.5197821
Y4,672186786.7238148
Y5,626551128.0441849
Y6,577430554.9837236
Y7,531989314.7049039
Y8,490875004.26664627
Y9,454613886.6898903
Y10,421490003.9235823
Y11,390669745.44336617
Y12,362293707.41206217
Y13,336611976.8000977
Y14,313047541.3332842
Y15,291160476.4666684
Y16,271429183.36428654
Y17,254336224.76028824
Y18,237111396.52733842
Y19,222152064.41436523
Y20,208060874.92974615
Y21,200035831.22370437
Y22,192433432.05135506
Y23,185117085.51232156
Y24,177551785.54804528
Y25,169325756.23827726
Y26,161262624.98883548
Y27,153583452.37031952
Y28,146269954.63839954
Y29,139304718.70323762
Y30,132671160.66975012
Y31,126353486.35214294
Y32,120336653.66870758
Y33,114606336.82734053
Y34,109148892.21651478
Y35,103951325.92049026
Y36,99001262.78141932
Y37,94286916.93468507
Y38,89797063.74731909
Y39,85521013.09268486
Y40,81185571.7185369
Y41,77975469.45301487
Y42,74994160.73199096
Y43,72242065.63770305
Y44,69478256.56430253
Y45,66169768.156478606
Y46,63012881.891794436
Y47,60004404.864491105
Y48,57215534.46702501
Y49,54490985.20669045
Y50,51943575.04590295
