Year,Actualized cost
Y0,68148060103.0502
Y1,94974693458.7047
Y2,155867372933.1497
Y3,88565201262.2179
Y4,85719966701.21304
Y5,83291640919.86023
Y6,76973141712.44028
Y7,70933871675.4193
Y8,66502198022.81653
Y9,63739640341.23209
Y10,60930567402.03021
Y11,54017697356.15239
Y12,52050652935.33713
Y13,48873538059.71211
Y14,46187046224.50997
Y15,43950305428.965164
Y16,41265221477.46357
Y17,38945297658.54718
Y18,36966868136.280014
Y19,36237154431.612495
Y20,33385153648.418606
Y21,31617790934.380295
Y22,30374004729.520134
Y23,28925110626.058037
Y24,27230699386.555817
Y25,26592103911.31484
Y26,25225844887.564796
Y27,23758558820.414303
Y28,22108735638.35691
Y29,20870400171.70367
Y30,19708019038.426155
Y31,18460647534.798645
Y32,17133416094.14902
Y33,16341847931.861015
Y34,15651364847.843004
Y35,15006839421.676422
Y36,13957247236.006676
Y37,13264183553.485537
Y38,12609628491.390532
Y39,11981720204.9276
Y40,11529943410.298918
Y41,10929975464.230446
Y42,10413770701.693008
Y43,9878532848.639824
Y44,9387553291.17401
Y45,8888943024.342566
Y46,8423022865.746459
Y47,7975309979.552183
Y48,7583436041.40153
Y49,7222250862.105588
Y50,6922008166.151453
