Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.80772376
Y9,443731227.40628564
Y10,408956181.9822007
Y11,378681532.4198506
Y12,349836100.7703846
Y13,323734983.33695036
Y14,299293746.7951617
Y15,276773425.6766915
Y16,253938457.06913987
Y17,233176174.50593162
Y18,213938713.64052024
Y19,195691786.80813682
Y20,178613699.3617862
Y21,167651988.73976213
Y22,157321248.68498042
Y23,147607773.16674253
Y24,138474768.34543726
Y25,129875384.88079517
Y26,123690842.74361444
Y27,117800802.61296615
Y28,112191240.58377725
Y29,106848800.55597834
Y30,101760762.43426509
Y31,96915011.84215721
Y32,92300011.27824496
Y33,87904772.64594758
Y34,83718831.09137864
Y35,79732220.08702725
Y36,75935447.70193073
Y37,72319474.00183879
Y38,68875689.52556075
Y39,65595894.78624832
Y40,62472280.748807915
Y41,59495681.67051371
Y42,56662553.971917816
Y43,53964337.116112195
Y44,51394606.77724971
Y45,48947244.54976163
Y46,46616423.380725354
Y47,44408066.515813984
Y48,42293396.6817276
Y49,40279425.41116914
Y50,38361357.534446806
