Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.76053
Y3,142704022776.02112
Y4,134453375812.2899
Y5,126763165137.27048
Y6,118594054712.19041
Y7,110905613364.96573
Y8,103796084670.95097
Y9,97201178529.76688
Y10,90550708414.75749
Y11,81666130253.814
Y12,74070285803.0287
Y13,68046863067.31311
Y14,63262225768.00473
Y15,59023665217.91948
Y16,55742246229.751045
Y17,53767987414.857506
Y18,50777544642.46376
Y19,48183819443.80343
Y20,45344144988.47277
Y21,43878677251.299385
Y22,42330295665.016335
Y23,40834743214.132576
Y24,39387409431.25444
Y25,37992640692.03816
Y26,35788618019.4069
Y27,34057993023.12654
Y28,32427240340.096767
Y29,30839613006.426666
Y30,29338518986.66817
Y31,27463687077.382122
Y32,26102456535.372543
Y33,24805069621.57743
Y34,23570060978.561234
Y35,22252082041.805557
Y36,20863192054.719654
Y37,19770204063.166557
Y38,18799014566.640575
Y39,17874121543.136715
Y40,16999576245.755438
Y41,16472588958.197641
Y42,15786349060.46583
Y43,14946728666.364101
Y44,14166728866.556221
Y45,13402716270.09587
Y46,12686536656.459549
Y47,12033377991.25101
Y48,11389764456.626068
Y49,10773057259.405401
Y50,10185635266.32637
