Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89435
Y3,105151469798.16989
Y4,99626617927.32916
Y5,94455203735.19563
Y6,88626815985.63257
Y7,83111330753.60837
Y8,77956875820.11165
Y9,73142171250.85199
Y10,66796469721.04087
Y11,60052555582.151665
Y12,55493973114.235214
Y13,50233525896.49605
Y14,46355613839.131775
Y15,43257857406.39603
Y16,40936888599.107574
Y17,39623762317.289215
Y18,38386413692.2394
Y19,36455996288.03778
Y20,34727488562.29184
Y21,32882832834.462917
Y22,31586689778.728466
Y23,30347932576.788147
Y24,29144099583.7956
Y25,28001487177.26467
Y26,26063171596.56943
Y27,24795796911.3277
Y28,23606009311.51574
Y29,22438442393.66813
Y30,21337496329.970055
Y31,19843545324.5019
Y32,18845283522.815727
Y33,17893404290.22072
Y34,16987523974.499058
Y35,16116243421.652304
Y36,14950007065.229292
Y37,14041627653.152544
Y38,13353961961.735924
Y39,12688358259.741596
Y40,12060810681.628088
Y41,11779534787.279015
Y42,11248441609.428064
Y43,10785253403.815361
Y44,10190376248.356846
Y45,9642733184.25478
Y46,9045863107.831545
Y47,8568726814.041998
Y48,8076611191.734937
Y49,7605700936.5897
Y50,7152718296.804213
