Year,Actualized emission
Y0,936567587.090291
Y1,828824095.2819135
Y2,758120757.3341782
Y3,708721526.5457275
Y4,662037141.3809822
Y5,617947332.4033812
Y6,569912582.6965841
Y7,525541138.8595514
Y8,484354690.8077239
Y9,446003987.3978552
Y10,411055146.86620796
Y11,380191159.2584986
Y12,351650062.69782573
Y13,325619203.65060323
Y14,301128844.81301826
Y15,278453025.3333939
Y16,258104884.28502217
Y17,238586006.3036764
Y18,220004488.07500765
Y19,203453564.88325495
Y20,188524500.35564628
Y21,178892977.8694725
Y22,170187537.7223093
Y23,161905860.19345883
Y24,154029467.80132246
Y25,146609900.013919
Y26,139628476.20373237
Y27,132979501.14641179
Y28,126647143.94896358
Y29,120616327.57044153
Y30,114872692.92423001
Y31,109402564.68974288
Y32,104192918.75213607
Y33,99231351.19251052
Y34,94506048.75477193
Y35,89887035.42111026
Y36,85554684.54627393
Y37,81480651.94883232
Y38,77600620.90364982
Y39,73905353.24157126
Y40,70386050.70625833
Y41,67035887.89470077
Y42,63843702.75685788
Y43,60803526.43510274
Y44,57908120.41438355
Y45,55150590.87084149
Y46,52524760.814027816
Y47,50023581.727645524
Y48,47641506.40728146
Y49,45372863.24502996
Y50,43212250.70955234
