Year,Actualized cost
Y0,50633370262.52908
Y1,101321597128.70963
Y2,159237450196.89438
Y3,138375091795.76804
Y4,130578990127.15863
Y5,123311974482.95984
Y6,115469408218.19788
Y7,108069386607.89124
Y8,101218462573.74857
Y9,94867306902.83601
Y10,88411897611.79855
Y11,79551021904.5792
Y12,72197259323.27269
Y13,66542876594.1339
Y14,61915427878.7313
Y15,57817074198.59715
Y16,55209527537.1958
Y17,53895933517.88991
Y18,50956439428.58868
Y19,48622632774.93824
Y20,46771226448.900055
Y21,44432731845.33472
Y22,43601413334.601555
Y23,42320812230.65003
Y24,41058367826.34327
Y25,39849717095.835815
Y26,37357769467.249535
Y27,35553274358.54994
Y28,33851231340.60964
Y29,32196065171.900543
Y30,30630822950.773754
Y31,28693158295.918705
Y32,27274048587.908676
Y33,25920803831.294865
Y34,24632876743.77282
Y35,23389675932.806892
Y36,21778010595.90074
Y37,20643356691.881447
Y38,19641326273.92475
Y39,18676489085.45477
Y40,17764008853.24653
Y41,17308432520.41888
Y42,16582312133.915258
Y43,15684086754.704552
Y44,14822520149.305277
Y45,14060402027.285236
Y46,13298007303.835146
Y47,12618174144.348219
Y48,11934577842.418192
Y49,11282148699.493902
Y50,10661899823.7637
