Year,Actualized emission
Y0,936567587.0902913
Y1,828912340.9189258
Y2,758220692.2293029
Y3,741938231.3679457
Y4,693455585.356712
Y5,648212137.462368
Y6,598024553.5869862
Y7,551329320.1814965
Y8,510054885.15403163
Y9,472447139.1769377
Y10,437146874.071767
Y11,406950755.08918536
Y12,378393827.77495587
Y13,351584302.8987601
Y14,326391392.39544684
Y15,302910577.4814594
Y16,284284938.1627069
Y17,267051446.32518142
Y18,251518758.02612254
Y19,237008063.3905305
Y20,223359753.9876267
Y21,214920636.2295364
Y22,205631755.00094634
Y23,196323526.59196982
Y24,186980291.13294107
Y25,177982222.15803552
Y26,169506878.2457481
Y27,161435122.13880774
Y28,153747735.37029308
Y29,146426414.6383744
Y30,139453728.2270232
Y31,132813074.5019269
Y32,126488642.38278751
Y33,120465373.69789284
Y34,114728927.33132647
Y35,109265645.07745382
Y36,104062519.12138458
Y37,99107161.0679853
Y38,94387772.44570029
Y39,89893116.61495267
Y40,85612492.01424064
Y41,82399456.17818797
Y42,79330151.63367184
Y43,76358731.8507596
Y44,73488071.22391081
Y45,70758627.49287653
Y46,67580041.78239493
Y47,64880271.56474102
Y48,61804007.44314621
Y49,58860959.46966306
Y50,56058056.637774326
