Year,Actualized emission
Y0,907372520.5918913
Y1,817298723.9150186
Y2,783750383.9971007
Y3,748676297.4518554
Y4,713975718.6886249
Y5,679981741.0037568
Y6,630588041.4541392
Y7,585165719.1385124
Y8,544745031.2259843
Y9,507505035.6375119
Y10,472489597.3167426
Y11,440145572.66649175
Y12,411394298.8304216
Y13,384058224.80612206
Y14,356038885.62972784
Y15,328877221.59460515
Y16,304285589.6197755
Y17,281225346.1366171
Y18,260860428.94582996
Y19,244358853.56742668
Y20,229038089.69399667
Y21,213693437.97486827
Y22,200038109.17650443
Y23,187914945.51696542
Y24,176087587.45023033
Y25,164940014.19080317
Y26,156342480.9437951
Y27,148138107.76520222
Y28,140391876.00924617
Y29,133048519.57769994
Y30,126086147.86987977
Y31,120082882.3496877
Y32,114364649.85684542
Y33,108879060.03574075
Y34,103755295.90679891
Y35,98777792.75391556
Y36,94088080.46593376
Y37,89607695.68184167
Y38,85340662.55413494
Y39,81276821.4801285
Y40,77406496.64774142
Y41,73719385.20674798
Y42,70209314.95114054
Y43,66867202.74727435
Y44,63685334.942942224
Y45,60684822.941341065
Y46,57766551.797029965
Y47,55010219.29975674
Y48,52263979.104879
Y49,49588049.508129135
Y50,47152978.57643054
