Year_name,NG_supply,SFF_supply,OP_supply,BW_supply,Geo_PP,Solar_PV_PP,Wind_PP,Small_Hydro_PP,Large_Hydro_PP
2015,10000000000,10000000000,10000000000,10000000000,0,0,0,8900,185000
