Year_name,,SFF_PP,Oil_PP,NG_PP,BW_PP
2015,104,0.0,223213.3667,0.0,0.0
2015,105,0.0,243235.33669999987,0.0,0.0
2015,106,0.0,223558.5517,0.0,0.0
2015,107,0.0,217845.8066999999,0.0,0.0
2015,108,0.0,195776.72669999994,0.0,0.0
2015,109,0.0,213466.41169999994,0.0,0.0
2015,110,0.0,194281.14169999992,0.0,0.0
2015,111,0.0,206252.67169999995,0.0,0.0
2015,112,0.0,255200.3617,0.0,0.0
2015,113,0.0,207053.94669999997,0.0,0.0
2015,114,0.0,228019.2767,0.0,0.0
2015,115,0.0,335264.8277947526,0.0,0.0
2015,116,0.0,345000.0,0.0,0.0
2015,117,0.0,322068.2117,0.0,0.0
2015,118,0.0,276067.36669999996,0.0,0.0
2015,119,0.0,236879.42169999995,0.0,0.0
2015,120,0.0,290847.5,0.0,0.0
2015,121,0.0,218895.62622281405,0.0,0.0
2015,122,0.0,271197.5,0.0,0.0
2015,123,0.0,265057.5,0.0,0.0
2015,124,0.0,259497.5,0.0,0.0
2015,125,0.0,289900.4899162814,0.0,0.0
2015,126,0.0,303361.39443889447,0.0,0.0
2015,127,0.0,271177.5,0.0,0.0
2015,128,0.0,244668.1649668665,0.0,0.0
2015,129,0.0,276109.7599668666,0.0,0.0
2015,130,0.0,283359.5749668665,0.0,0.0
2015,131,0.0,259773.89996686653,0.0,0.0
2015,132,0.0,313917.5,0.0,0.0
2015,133,0.0,309677.5,0.0,0.0
2015,134,0.0,251206.93496686657,0.0,0.0
2015,135,0.0,259206.0649668665,0.0,0.0
2015,136,0.0,266678.0374668665,0.0,0.0
2015,137,0.0,315647.5,0.0,0.0
2015,138,0.0,282713.9149668665,0.0,0.0
2015,139,0.0,336738.04237707786,0.0,0.0
2015,140,0.0,345000.0,0.0,0.0
2015,141,0.0,345000.0,0.0,0.0
2015,142,0.0,302895.3849668665,0.0,0.0
2015,143,0.0,236464.27996686648,0.0,0.0
2015,144,0.0,289882.5,0.0,0.0
2015,145,0.0,302498.73112532665,0.0,0.0
2015,146,0.0,217695.8551117588,0.0,0.0
2015,147,0.0,275477.5,0.0,0.0
2015,148,0.0,302800.61554743716,0.0,0.0
2015,149,0.0,274662.5,0.0,0.0
2015,150,0.0,280517.5,0.0,0.0
2015,151,0.0,283712.5,0.0,0.0
2015,152,0.0,217515.9716698514,0.0,0.0
2015,153,0.0,211042.60669970146,0.0,0.0
2015,154,0.0,319607.5,0.0,0.0
2015,155,0.0,248991.27169970146,0.0,0.0
2015,156,0.0,216649.5166997015,0.0,0.0
2015,157,0.0,246512.40169970144,0.0,0.0
2015,158,0.0,261414.26669970143,0.0,0.0
2015,159,0.0,272515.4966698515,0.0,0.0
2015,160,0.0,260073.43666985142,0.0,0.0
2015,161,0.0,283720.9916997014,0.0,0.0
2015,162,0.0,303556.9916698515,0.0,0.0
2015,163,0.0,345000.0,0.0,0.0
2015,164,0.0,345000.0,0.0,0.0
2015,165,0.0,345000.0,0.0,0.0
2015,166,0.0,336396.36669970147,0.0,0.0
2015,167,0.0,258562.44669970145,0.0,0.0
2015,168,0.0,274196.4279760804,0.0,0.0
2015,169,0.0,225216.2792829146,0.0,0.0
2015,170,0.0,228644.64611708542,0.0,0.0
2015,171,0.0,313400.38945025124,0.0,0.0
2015,172,0.0,194075.09837839194,0.0,0.0
2015,173,0.0,214418.49033819095,0.0,0.0
2015,174,0.0,273206.950002985,0.0,0.0
2015,175,0.0,250255.61330298503,0.0,0.0
2015,176,0.0,286431.960703351,0.0,0.0
2015,177,0.0,272672.4833328351,0.0,0.0
2015,178,0.0,282917.5,0.0,0.0
2015,179,0.0,166529.872532835,0.0,0.0
2015,180,0.0,171490.0,0.0,0.0
2015,181,0.0,170060.0,0.0,0.0
2015,182,0.0,182817.372502985,0.0,0.0
2015,183,0.0,164575.0,0.0,0.0
2015,184,0.0,166745.0,0.0,0.0
2015,185,0.0,165660.0,0.0,0.0
2015,186,0.0,205352.17830298503,0.0,0.0
2015,187,0.0,335838.16092556756,0.0,0.0
2015,188,0.0,345000.0,0.0,0.0
2015,189,0.0,345000.0,0.0,0.0
2015,190,0.0,337619.8491405117,0.0,0.0
2015,191,0.0,231713.48333283508,0.0,0.0
2015,192,0.0,266504.36830298504,0.0,0.0
2015,193,0.0,245441.1055276382,0.0,0.0
2015,194,0.0,203921.15577889446,0.0,0.0
2015,195,0.0,191240.70351758794,0.0,0.0
2015,196,0.0,195292.31155778895,0.0,0.0
2015,197,0.0,309352.32412060304,0.0,0.0
2015,198,0.0,286552.5,0.0,0.0
2015,199,0.0,213965.575,0.0,0.0
2015,200,0.0,291662.5,0.0,0.0
2015,201,0.0,277606.285,0.0,0.0
2015,202,0.0,280024.87,0.0,0.0
2015,203,0.0,297356.76,0.0,0.0
2015,204,0.0,282057.885,0.0,0.0
2015,205,0.0,255995.735,0.0,0.0
2015,206,0.0,294373.0369999999,0.0,0.0
2015,207,0.0,328267.11831771926,0.0,0.0
2015,208,0.0,323511.24447614956,0.0,0.0
2015,209,0.0,324646.2236433424,0.0,0.0
2015,210,0.0,286572.375,0.0,0.0
2015,211,0.0,332147.08839423244,0.0,0.0
2015,212,0.0,345000.0,0.0,0.0
2015,213,0.0,345000.0,0.0,0.0
2015,214,0.0,338976.8012802707,0.0,0.0
2015,215,0.0,243645.83000000002,0.0,0.0
2015,216,0.0,282364.4,0.0,0.0
2015,217,0.0,251482.0222276382,0.0,0.0
2015,218,0.0,213761.92172512563,0.0,0.0
2015,219,0.0,195585.46443869348,0.0,0.0
2015,220,0.0,178363.45438844222,0.0,0.0
2015,221,0.0,270067.5,0.0,0.0
2015,222,0.0,256822.5,0.0,0.0
2015,223,0.0,206638.98202663317,0.0,0.0
2015,224,0.0,210504.1567,0.0,0.0
2015,225,0.0,218808.58669999987,0.0,0.0
2015,226,0.0,245878.06170000002,0.0,0.0
2015,227,0.0,248840.62670000002,0.0,0.0
2015,228,0.0,226648.60169999994,0.0,0.0
2015,229,0.0,227607.6692,0.0,0.0
2015,230,0.0,237639.52669999993,0.0,0.0
2015,231,0.0,246233.93669999993,0.0,0.0
2015,232,0.0,234328.56669999994,0.0,0.0
2015,233,0.0,218404.62169999996,0.0,0.0
2015,234,0.0,208654.27669999993,0.0,0.0
2015,235,0.0,269104.93669999996,0.0,0.0
2015,236,0.0,314919.65669999993,0.0,0.0
2015,237,0.0,307004.8216999999,0.0,0.0
2015,238,0.0,291040.7116999999,0.0,0.0
2015,239,0.0,241492.98669999992,0.0,0.0
2015,240,0.0,270188.72000000003,0.0,0.0
2015,241,0.0,187475.32329701498,0.0,0.0
2015,242,0.0,202707.26734221104,0.0,0.0
2015,243,0.0,205645.15678944724,0.0,0.0
2015,244,0.0,183200.13166381908,0.0,0.0
2015,245,0.0,200742.61910100502,0.0,0.0
2015,246,0.0,213822.39297035174,0.0,0.0
2015,247,0.0,263304.2587909548,0.0,0.0
2015,248,0.0,246227.5,0.0,0.0
2015,249,0.0,274737.5,0.0,0.0
2015,250,0.0,286802.5,0.0,0.0
2015,251,0.0,249220.52999701502,0.0,0.0
2015,252,0.0,257664.58499701502,0.0,0.0
2015,253,0.0,247747.88399701501,0.0,0.0
2015,254,0.0,244593.902997015,0.0,0.0
2015,255,0.0,183666.723297015,0.0,0.0
2015,256,0.0,187283.32329701498,0.0,0.0
2015,257,0.0,256187.289997015,0.0,0.0
2015,258,0.0,267792.694997015,0.0,0.0
2015,259,0.0,240588.96999701503,0.0,0.0
2015,260,0.0,242636.033267165,0.0,0.0
2015,261,0.0,249241.30826716503,0.0,0.0
2015,262,0.0,241816.11826716497,0.0,0.0
2015,263,0.0,259144.52999701502,0.0,0.0
2015,264,0.0,236626.84020653265,0.0,0.0
2015,265,0.0,185777.26133698493,0.0,0.0
2015,266,0.0,171965.0,0.0,0.0
2015,267,0.0,171140.0,0.0,0.0
2015,268,0.0,172270.0,0.0,0.0
2015,269,0.0,171695.0,0.0,0.0
2015,270,0.0,192540.58333014848,0.0,0.0
2015,271,0.0,207825.6133301485,0.0,0.0
2015,272,0.0,201008.83333014848,0.0,0.0
2015,273,0.0,222789.1583301485,0.0,0.0
2015,274,0.0,250323.9883301485,0.0,0.0
2015,275,0.0,237361.44333014853,0.0,0.0
2015,276,0.0,214852.2333301485,0.0,0.0
2015,277,0.0,243337.9833301485,0.0,0.0
2015,278,0.0,232254.88833014847,0.0,0.0
2015,279,0.0,198524.7383301485,0.0,0.0
2015,280,0.0,214690.7783301485,0.0,0.0
2015,281,0.0,196162.63333014847,0.0,0.0
2015,282,0.0,241016.68833014858,0.0,0.0
2015,283,0.0,289142.8283002986,0.0,0.0
2015,284,0.0,345000.0,0.0,0.0
2015,285,0.0,345000.0,0.0,0.0
2015,286,0.0,309670.63080029853,0.0,0.0
2015,287,0.0,242009.23330029845,0.0,0.0
2015,288,0.0,196425.0,0.0,0.0
2015,289,0.0,189507.6124668665,0.0,0.0
2015,290,0.0,210158.69343386934,0.0,0.0
2015,291,0.0,201036.61617256282,0.0,0.0
2015,292,0.0,207859.29644894472,0.0,0.0
2015,293,0.0,203068.14067005023,0.0,0.0
2015,294,0.0,193999.8149668665,0.0,0.0
2015,295,0.0,288812.5,0.0,0.0
2015,296,0.0,221036.72496686655,0.0,0.0
2015,297,0.0,324522.5,0.0,0.0
2015,298,0.0,271027.8299668665,0.0,0.0
2015,299,0.0,257689.12996686657,0.0,0.0
2015,300,0.0,253552.0549668665,0.0,0.0
2015,301,0.0,260409.6499668665,0.0,0.0
2015,302,0.0,275237.2699668665,0.0,0.0
2015,303,0.0,254892.25996686652,0.0,0.0
2015,304,0.0,247634.2799668666,0.0,0.0
2015,305,0.0,260859.95996686653,0.0,0.0
2015,306,0.0,265901.5449668665,0.0,0.0
2015,307,0.0,345000.0,0.0,0.0
2015,308,0.0,345000.0,0.0,0.0
2015,309,0.0,345000.0,0.0,0.0
2015,310,0.0,345000.0,0.0,0.0
2015,311,0.0,335171.68382552615,0.0,0.0
2015,312,0.0,294547.5,0.0,0.0
2015,313,0.0,268108.28430804017,0.0,0.0
2015,314,0.0,285102.5,0.0,0.0
2015,315,0.0,217563.8370718593,0.0,0.0
2015,316,0.0,222283.98782562814,0.0,0.0
2015,317,0.0,221633.786820603,0.0,0.0
2015,318,0.0,212655.513302985,0.0,0.0
2015,319,0.0,265043.8533029851,0.0,0.0
2015,320,0.0,310561.33117379365,0.0,0.0
2015,321,0.0,296530.663332835,0.0,0.0
2015,322,0.0,302056.32833283505,0.0,0.0
2015,323,0.0,312538.70333283505,0.0,0.0
2015,324,0.0,304704.372532835,0.0,0.0
2015,325,0.0,301131.853332835,0.0,0.0
2015,326,0.0,316528.83032295655,0.0,0.0
2015,327,0.0,316982.26700874727,0.0,0.0
2015,328,0.0,284326.488332835,0.0,0.0
2015,329,0.0,298521.56500627263,0.0,0.0
2015,330,0.0,309679.9264112877,0.0,0.0
2015,331,0.0,345000.0,0.0,0.0
2015,332,0.0,345000.0,0.0,0.0
2015,333,0.0,345000.0,0.0,0.0
2015,334,0.0,345000.0,0.0,0.0
2015,335,0.0,318851.3834452009,0.0,0.0
2015,336,0.0,301857.5,0.0,0.0
2015,337,0.0,296922.5,0.0,0.0
2015,338,0.0,218506.35824944722,0.0,0.0
2015,339,0.0,210404.82408713567,0.0,0.0
2015,340,0.0,195737.08689266333,0.0,0.0
2015,341,0.0,318587.0477052261,0.0,0.0
2015,342,0.0,262244.7799668665,0.0,0.0
2015,343,0.0,288922.5,0.0,0.0
2015,344,0.0,249976.03666686642,0.0,0.0
2015,345,0.0,307767.97166686645,0.0,0.0
2015,346,0.0,244286.18166686644,0.0,0.0
2015,347,0.0,263665.08166686643,0.0,0.0
2015,348,0.0,269660.0616668665,0.0,0.0
2015,349,0.0,243764.14166686643,0.0,0.0
2015,350,0.0,297807.5,0.0,0.0
2015,351,0.0,263961.82666686643,0.0,0.0
2015,352,0.0,300457.5,0.0,0.0
2015,353,0.0,237177.83666686644,0.0,0.0
2015,354,0.0,207813.82166686654,0.0,0.0
2015,355,0.0,314533.911370285,0.0,0.0
2015,356,0.0,345000.0,0.0,0.0
2015,357,0.0,345000.0,0.0,0.0
2015,358,0.0,345000.0,0.0,0.0
2015,359,0.0,282719.5166668665,0.0,0.0
2015,360,0.0,296152.5,0.0,0.0
2015,361,0.0,321468.0778924623,0.0,0.0
2015,362,0.0,210752.49033819092,0.0,0.0
2015,363,0.0,173087.138579397,0.0,0.0
2015,364,0.0,96655.0,0.0,0.0
2015,365,0.0,0.0,0.0,0.0
2015,366,0.0,6100.0,0.0,0.0
2015,367,0.0,95533.01830328349,0.0,0.0
2015,368,0.0,224267.5,0.0,0.0
2015,369,0.0,283897.5,0.0,0.0
2015,370,0.0,147102.55583283506,0.0,0.0
2015,371,0.0,173005.0,0.0,0.0
2015,372,0.0,213346.70333283508,0.0,0.0
2015,373,0.0,260845.83333283506,0.0,0.0
2015,374,0.0,269994.57330298505,0.0,0.0
2015,375,0.0,219106.0683029851,0.0,0.0
2015,376,0.0,192710.0,0.0,0.0
2015,377,0.0,194071.0083029851,0.0,0.0
2015,378,0.0,270727.6283029851,0.0,0.0
2015,379,0.0,342168.14249168965,0.0,0.0
2015,380,0.0,345000.0,0.0,0.0
2015,381,0.0,345000.0,0.0,0.0
2015,382,0.0,320590.50228058395,0.0,0.0
2015,383,0.0,241704.66833283508,0.0,0.0
2015,384,0.0,238950.66000298498,0.0,0.0
2015,385,0.0,286654.3843886432,0.0,0.0
2015,386,0.0,181226.52407859298,0.0,0.0
2015,387,0.0,178678.75523437187,0.0,0.0
2015,388,0.0,175829.75166686653,0.0,0.0
2015,389,0.0,278322.5,0.0,0.0
2015,390,0.0,282227.5,0.0,0.0
2015,391,0.0,277432.5,0.0,0.0
2015,392,0.0,238702.12666686648,0.0,0.0
2015,393,0.0,280772.5,0.0,0.0
2015,394,0.0,229678.55666686653,0.0,0.0
2015,395,0.0,192789.00666686648,0.0,0.0
2015,396,0.0,231194.23666686652,0.0,0.0
2015,397,0.0,287562.5,0.0,0.0
2015,398,0.0,171022.24916686647,0.0,0.0
2015,399,0.0,287162.5,0.0,0.0
2015,400,0.0,163300.0,0.0,0.0
2015,401,0.0,274917.5,0.0,0.0
2015,402,0.0,189486.2341668664,0.0,0.0
2015,403,0.0,228123.07666686643,0.0,0.0
2015,404,0.0,305000.90166686644,0.0,0.0
2015,405,0.0,301191.5516668664,0.0,0.0
2015,406,0.0,269333.04166686645,0.0,0.0
2015,407,0.0,202776.98166686646,0.0,0.0
2015,408,0.0,192221.0866668665,0.0,0.0
2015,409,0.0,274577.5,0.0,0.0
2015,410,0.0,269377.5,0.0,0.0
2015,411,0.0,265167.5,0.0,0.0
2015,412,0.0,179819.3169653266,0.0,0.0
2015,413,0.0,175560.42249296483,0.0,0.0
2015,414,0.0,298975.9673336683,0.0,0.0
2015,415,0.0,266037.5,0.0,0.0
2015,416,0.0,264607.5,0.0,0.0
2015,417,0.0,195442.80329701502,0.0,0.0
2015,418,0.0,188385.35329701507,0.0,0.0
2015,419,0.0,251166.83499701504,0.0,0.0
2015,420,0.0,267145.13749701495,0.0,0.0
2015,421,0.0,281782.434997015,0.0,0.0
2015,422,0.0,183728.26079701498,0.0,0.0
2015,423,0.0,278175.28999701503,0.0,0.0
2015,424,0.0,285947.5,0.0,0.0
2015,425,0.0,281662.5,0.0,0.0
2015,426,0.0,212457.821297015,0.0,0.0
2015,427,0.0,286242.5,0.0,0.0
2015,428,0.0,316667.5,0.0,0.0
2015,429,0.0,223869.01326716505,0.0,0.0
2015,430,0.0,311337.5,0.0,0.0
2015,431,0.0,198202.55829701503,0.0,0.0
2015,432,0.0,289084.38441909547,0.0,0.0
2015,433,0.0,167076.98495809047,0.0,0.0
2015,434,0.0,156180.0,0.0,0.0
2015,435,0.0,152285.0,0.0,0.0
2015,436,0.0,156138.44224452262,0.0,0.0
2015,437,0.0,153910.0,0.0,0.0
2015,438,0.0,278017.5,0.0,0.0
2015,439,0.0,282682.5,0.0,0.0
2015,440,0.0,253294.38833313354,0.0,0.0
2015,441,0.0,243225.48333313348,0.0,0.0
2015,442,0.0,230159.76333313354,0.0,0.0
2015,443,0.0,220143.01333313354,0.0,0.0
2015,444,0.0,252026.30833313352,0.0,0.0
2015,445,0.0,229144.2533331336,0.0,0.0
2015,446,0.0,239815.24833313364,0.0,0.0
2015,447,0.0,225923.3183331336,0.0,0.0
2015,448,0.0,217225.5083331336,0.0,0.0
2015,449,0.0,238703.92833313355,0.0,0.0
2015,450,0.0,243759.47333313356,0.0,0.0
2015,451,0.0,338656.428015084,0.0,0.0
2015,452,0.0,345000.0,0.0,0.0
2015,453,0.0,345000.0,0.0,0.0
2015,454,0.0,337137.29833313357,0.0,0.0
2015,455,0.0,295074.73333313357,0.0,0.0
2015,456,0.0,291967.5,0.0,0.0
2015,457,0.0,291805.314100804,0.0,0.0
2015,458,0.0,290024.9372163819,0.0,0.0
2015,459,0.0,212535.6064289447,0.0,0.0
2015,460,0.0,343789.233698794,0.0,0.0
2015,461,0.0,297802.5,0.0,0.0
2015,462,0.0,270788.6000301485,0.0,0.0
2015,463,0.0,301933.89050716494,0.0,0.0
2015,464,0.0,288081.2817002984,0.0,0.0
2015,465,0.0,270956.80670029845,0.0,0.0
2015,466,0.0,222933.87170029842,0.0,0.0
2015,467,0.0,230147.58670029842,0.0,0.0
2015,468,0.0,209633.12170029842,0.0,0.0
2015,469,0.0,251922.6367002984,0.0,0.0
2015,470,0.0,269828.9017301484,0.0,0.0
2015,471,0.0,255923.16173014842,0.0,0.0
2015,472,0.0,239768.23673014843,0.0,0.0
2015,473,0.0,329817.5,0.0,0.0
2015,474,0.0,271451.7617301484,0.0,0.0
2015,475,0.0,345000.0,0.0,0.0
2015,476,0.0,345000.0,0.0,0.0
2015,477,0.0,345000.0,0.0,0.0
2015,478,0.0,345000.0,0.0,0.0
2015,479,0.0,317415.3400002985,0.0,0.0
2015,480,0.0,236119.70190633167,0.0,0.0
2015,481,0.0,235035.63665849244,0.0,0.0
2015,482,0.0,222088.42560321605,0.0,0.0
2015,483,0.0,340739.9371524623,0.0,0.0
2015,484,0.0,218151.9431911558,0.0,0.0
2015,485,0.0,197791.6165579899,0.0,0.0
2015,486,0.0,223539.49326686648,0.0,0.0
2015,487,0.0,256951.48826686654,0.0,0.0
2015,488,0.0,236265.09826686658,0.0,0.0
2015,489,0.0,326807.5,0.0,0.0
2015,490,0.0,336977.5,0.0,0.0
2015,491,0.0,327577.5,0.0,0.0
2015,492,0.0,200562.19326686655,0.0,0.0
2015,493,0.0,216407.39826686657,0.0,0.0
2015,494,0.0,211836.86826686654,0.0,0.0
2015,495,0.0,212200.0,0.0,0.0
2015,496,0.0,334057.5,0.0,0.0
2015,497,0.0,180102.10826686656,0.0,0.0
2015,498,0.0,199000.0,0.0,0.0
2015,499,0.0,314729.39826686657,0.0,0.0
2015,500,0.0,345000.0,0.0,0.0
2015,501,0.0,345000.0,0.0,0.0
2015,502,0.0,345000.0,0.0,0.0
2015,503,0.0,271760.33326686657,0.0,0.0
2015,504,0.0,194585.0,0.0,0.0
2015,505,0.0,188665.0,0.0,0.0
2015,506,0.0,184815.0,0.0,0.0
2015,507,0.0,212798.84421809047,0.0,0.0
2015,508,0.0,202859.3733552764,0.0,0.0
2015,509,0.0,193342.18742562813,0.0,0.0
2015,510,0.0,185766.13169701502,0.0,0.0
2015,511,0.0,235641.60166716488,0.0,0.0
2015,512,0.0,220531.47666716494,0.0,0.0
2015,513,0.0,212731.39166716492,0.0,0.0
2015,514,0.0,313472.5,0.0,0.0
2015,515,0.0,215337.5016970149,0.0,0.0
2015,516,0.0,247976.10666716492,0.0,0.0
2015,517,0.0,228526.83166716492,0.0,0.0
2015,518,0.0,249621.16169701488,0.0,0.0
2015,519,0.0,233871.1666970149,0.0,0.0
2015,520,0.0,252199.53169701502,0.0,0.0
2015,521,0.0,223006.38169701502,0.0,0.0
2015,522,0.0,227124.76169701503,0.0,0.0
2015,523,0.0,306136.71666716493,0.0,0.0
2015,524,0.0,345000.0,0.0,0.0
2015,525,0.0,345000.0,0.0,0.0
2015,526,0.0,331631.2666671649,0.0,0.0
2015,527,0.0,224510.929167165,0.0,0.0
2015,528,0.0,256501.034997015,0.0,0.0
2015,529,0.0,228100.5776771859,0.0,0.0
2015,530,0.0,276727.5,0.0,0.0
2015,531,0.0,194682.88923497486,0.0,0.0
2015,532,0.0,193184.3213957789,0.0,0.0
2015,533,0.0,276197.5,0.0,0.0
2015,534,0.0,282032.5,0.0,0.0
2015,535,0.0,192018.4033002985,0.0,0.0
2015,536,0.0,213424.69330029853,0.0,0.0
2015,537,0.0,238320.55330029852,0.0,0.0
2015,538,0.0,296792.29330029857,0.0,0.0
2015,539,0.0,299173.1783002985,0.0,0.0
2015,540,0.0,297836.82330029854,0.0,0.0
2015,541,0.0,292212.2783002985,0.0,0.0
2015,542,0.0,296888.5683301485,0.0,0.0
2015,543,0.0,319572.5,0.0,0.0
2015,544,0.0,301102.90833014855,0.0,0.0
2015,545,0.0,292106.30333014857,0.0,0.0
2015,546,0.0,270556.1883301485,0.0,0.0
2015,547,0.0,320077.9494081448,0.0,0.0
2015,548,0.0,345000.0,0.0,0.0
2015,549,0.0,345000.0,0.0,0.0
2015,550,0.0,333669.15430196055,0.0,0.0
2015,551,0.0,254759.28830029853,0.0,0.0
2015,552,0.0,197807.8033301485,0.0,0.0
2015,553,0.0,289167.5,0.0,0.0
2015,554,0.0,210305.33441658292,0.0,0.0
2015,555,0.0,285422.5,0.0,0.0
2015,556,0.0,173625.93743165833,0.0,0.0
2015,557,0.0,167760.15853718593,0.0,0.0
2015,558,0.0,284937.5,0.0,0.0
2015,559,0.0,277872.5,0.0,0.0
2015,560,0.0,212127.95670298493,0.0,0.0
2015,561,0.0,189428.111702985,0.0,0.0
2015,562,0.0,224229.38673283497,0.0,0.0
2015,563,0.0,232711.84673283494,0.0,0.0
2015,564,0.0,239924.64173283498,0.0,0.0
2015,565,0.0,214921.581702985,0.0,0.0
2015,566,0.0,203007.45670298487,0.0,0.0
2015,567,0.0,176750.0,0.0,0.0
2015,568,0.0,185813.70670298493,0.0,0.0
2015,569,0.0,191469.64170298493,0.0,0.0
2015,570,0.0,224832.78500298498,0.0,0.0
2015,571,0.0,221415.14673283492,0.0,0.0
2015,572,0.0,322979.096732835,0.0,0.0
2015,573,0.0,329997.016732835,0.0,0.0
2015,574,0.0,334163.79729838634,0.0,0.0
2015,575,0.0,293123.265032835,0.0,0.0
2015,576,0.0,302082.5,0.0,0.0
2015,577,0.0,203254.84041879396,0.0,0.0
2015,578,0.0,202419.57283085427,0.0,0.0
2015,579,0.0,174680.0,0.0,0.0
2015,580,0.0,185353.0062479397,0.0,0.0
2015,581,0.0,207946.0803685427,0.0,0.0
2015,582,0.0,190944.99117256282,0.0,0.0
