Year_name,,Elec_transmission_distribution
2015,288,404781.0933301485
2015,289,408700.0
2015,290,404633.375
2015,291,396850.0
2015,292,393233.375
2015,293,400713.375
2015,294,430600.0
2015,295,347416.83996686654
2015,296,443875.0
2015,297,390862.64496686653
2015,298,443775.0
2015,299,444575.0
2015,300,443800.0
2015,301,444825.0
2015,302,445800.0
2015,303,449450.0
2015,304,454575.0
2015,305,454775.0
2015,306,453700.0
2015,307,437619.8792793665
2015,308,509925.25996686646
2015,309,491053.12496686657
2015,310,449796.82327936654
2015,311,419825.0
2015,312,404664.78451427136
2015,313,388700.0
2015,314,329101.4124487437
2015,315,383050.0
2015,316,387700.0
2015,317,386850.0
2015,318,417775.0
2015,319,438900.0
2015,320,431400.0
2015,321,446475.0
2015,322,450350.0
2015,323,456775.0
2015,324,450603.07580000005
2015,325,457675.0
2015,326,464175.0
2015,327,452075.0
2015,328,449950.0
2015,329,445700.0
2015,330,448150.0
2015,331,486397.04214533506
2015,332,531800.0
2015,333,518725.0
2015,334,506758.54177033505
2015,335,419600.0
2015,336,376264.8797854271
2015,337,363773.53161628137
2015,338,408750.0
2015,339,405043.0417
2015,340,412275.0
2015,341,295635.5417
2015,342,382655.5417
2015,343,354909.5091668665
2015,344,401050.0
2015,345,414450.0
2015,346,415925.0
2015,347,418100.0
2015,348,422950.0
2015,349,429925.0
2015,350,394333.53166686645
2015,351,422950.0
2015,352,361683.02166686644
2015,353,435475.0
2015,354,430825.0
2015,355,427875.0
2015,356,493096.1834793665
2015,357,519500.0
2015,358,472613.76535436645
2015,359,439225.0
2015,360,358685.9436765829
2015,361,316473.5833
2015,362,394700.0
2015,363,394850.0
2015,364,160080.40830298502
2015,365,3925.0
2015,366,157184.7233032835
2015,367,85500.0
2015,368,143310.948302985
2015,369,268130.94833283505
2015,370,456050.0
2015,371,435924.77833283506
2015,372,454025.0
2015,373,455225.0
2015,374,460025.0
2015,375,462400.0
2015,376,462696.7533029851
2015,377,461100.0
2015,378,457900.0
2015,379,418025.0
2015,380,495950.0
2015,381,498449.0077703351
2015,382,457225.0
2015,383,457100.0
2015,384,381639.5833
2015,385,321006.5417
2015,386,402525.0
2015,387,386350.0
2015,388,379825.0
2015,389,274144.0916668665
2015,390,307466.4516668665
2015,391,372219.89845045225
2015,392,424700.0
2015,393,421375.8216668664
2015,394,433150.0
2015,395,448100.0
2015,396,444150.0
2015,397,334963.55666686647
2015,398,434850.0
2015,399,306377.9366668665
2015,400,410232.0116668665
2015,401,352271.0166668665
2015,402,437925.0
2015,403,433850.0
2015,404,437825.0
2015,405,435175.0
2015,406,430875.0
2015,407,430875.0
2015,408,420625.0
2015,409,301095.7868145729
2015,410,312111.6662115578
2015,411,296401.21395025123
2015,412,374250.0
2015,413,372925.0
2015,414,267615.0833
2015,415,312250.6611864321
2015,416,324758.528297015
2015,417,412000.0
2015,418,420000.0
2015,419,376625.0833
2015,420,352595.0833
2015,421,344095.0833
2015,422,423400.0
2015,423,348155.0833
2015,424,301440.873297015
2015,425,312290.113297015
2015,426,417000.0
2015,427,344825.033297015
2015,428,349540.50826716505
2015,429,443050.0
2015,430,339567.97326716507
2015,431,414275.0
2015,432,313625.0833
2015,433,370405.3333
2015,434,360308.04690130654
2015,435,352235.06833313353
2015,436,346335.3333
2015,437,360822.82077065326
2015,438,283088.7233331335
2015,439,335971.4583331335
2015,440,419600.0
2015,441,426250.0
2015,442,431050.0
2015,443,434025.0
2015,444,433075.0
2015,445,432450.0
2015,446,429025.0
2015,447,428075.0
2015,448,433300.0
2015,449,437775.0
2015,450,430050.0
2015,451,432050.0
2015,452,482374.05833313346
2015,453,470492.47602063353
2015,454,435350.0
2015,455,432125.0
2015,456,356925.32077065326
2015,457,322725.1667
2015,458,313635.1667
2015,459,400150.0
2015,460,289885.1667
2015,461,340116.0712530653
2015,462,371705.1667
2015,463,433825.0
2015,464,433900.0
2015,465,434875.0
2015,466,436325.0
2015,467,437700.0
2015,468,439100.0
2015,469,440850.0
2015,470,440700.0
2015,471,443400.0
2015,472,440725.0
2015,473,360162.18673014845
2015,474,424100.0
2015,475,469772.85426279844
2015,476,465239.2317002984
2015,477,494009.7217002984
2015,478,454000.2387627984
2015,479,405456.1667
2015,480,404525.0
2015,481,397550.0
2015,482,400800.0
2015,483,278432.4583
2015,484,403000.0
2015,485,401375.0
2015,486,423025.0
2015,487,446525.0
2015,488,440625.0
2015,489,359168.42826686654
2015,490,288654.72826686664
2015,491,349612.87576686655
2015,492,447175.0
2015,493,442625.0
2015,494,444525.0
2015,495,418790.9032668666
2015,496,309231.7832668666
2015,497,452750.0
2015,498,448335.3432668666
2015,499,444025.0
2015,500,501525.0
2015,501,498929.1532668666
2015,502,484572.74826686655
2015,503,438900.0
2015,504,423739.6432668665
2015,505,416089.781697015
2015,506,383897.361697015
2015,507,376623.0417
2015,508,406825.0
2015,509,422825.0
2015,510,451750.0
2015,511,454275.0
2015,512,454050.0
2015,513,454575.0
2015,514,372235.15166716493
2015,515,454575.0
2015,516,447150.0
2015,517,449900.0
2015,518,448350.0
2015,519,450150.0
2015,520,460575.0
2015,521,460025.0
2015,522,453150.0
2015,523,446975.0
2015,524,472200.7516671649
2015,525,475749.2916671649
2015,526,445325.0
2015,527,441850.0
2015,528,363545.5417
2015,529,408125.0
2015,530,309950.86662190955
2015,531,401950.0
2015,532,401325.0
2015,533,327855.4394862312
2015,534,325620.64833014854
2015,535,432725.0
2015,536,430525.0
2015,537,442575.0
2015,538,441575.0
2015,539,447675.0
2015,540,442100.0
2015,541,442100.0
2015,542,438275.0
2015,543,406396.8833301486
2015,544,445900.0
2015,545,448400.0
2015,546,425925.0
2015,547,438050.0
2015,548,480497.76830029854
2015,549,450188.2783002985
2015,550,438400.0
2015,551,437525.0
2015,552,416550.0
2015,553,325829.1158236181
2015,554,412350.0
2015,555,313882.7841653266
2015,556,399425.0
2015,557,404200.0
2015,558,313081.061702985
2015,559,308888.816702985
2015,560,445550.0
2015,561,444050.0
2015,562,442625.0
2015,563,444200.0
2015,564,447775.0
2015,565,454800.0
2015,566,452450.0
2015,567,453391.15670298494
2015,568,454950.0
2015,569,458950.0
2015,570,410994.29169999994
2015,571,453200.0
2015,572,465050.0
2015,573,454450.0
2015,574,447650.0
2015,575,424764.29169999994
2015,576,364938.31180351763
2015,577,408425.0
2015,578,388981.75
2015,579,401554.0615243216
2015,580,381750.0
2015,581,369301.75
2015,582,394750.0
2015,583,288655.25
2015,584,346779.25
2015,585,380771.25
2015,586,447800.0
2015,587,436125.0
2015,588,322835.08496686653
2015,589,400875.0
2015,590,402500.0
2015,591,407325.0
2015,592,296179.7249668665
2015,593,268909.6199668665
2015,594,233902.9399668665
2015,595,398974.0099668665
2015,596,431775.0
2015,597,341429.7649668665
2015,598,431600.0
2015,599,325945.46496686654
2015,600,390375.0
2015,601,365842.8333
2015,602,357921.5769851256
2015,603,348554.2403017085
2015,604,353559.1649248241
2015,605,346112.8333
2015,606,382951.8332668665
2015,607,411155.33330000006
2015,608,343717.27326686645
2015,609,433300.0
2015,610,434850.0
2015,611,434850.0
2015,612,434125.0
2015,613,434925.0
2015,614,437700.0
2015,615,439650.0
2015,616,441600.0
2015,617,447950.0
2015,618,442125.0
2015,619,439900.0
2015,620,481273.0332668666
2015,621,466155.5385793666
2015,622,442375.0
2015,623,425775.0
2015,624,408500.0
2015,625,327219.4819961809
2015,626,404825.0
2015,627,353705.9141569849
2015,628,407850.0
2015,629,299397.886518794
2015,630,434125.0
2015,631,443125.0
2015,632,434200.0
2015,633,397058.0716997015
2015,634,438500.0
2015,635,447800.0
2015,636,441250.0
2015,637,441850.0
2015,638,442850.0
2015,639,442775.0
2015,640,383872.96166985144
2015,641,393974.1916698514
2015,642,431800.0
2015,643,465217.0411372014
2015,644,505025.0
2015,645,504350.0
2015,646,465297.1931372014
2015,647,444650.0
2015,648,396267.8237047236
2015,649,420700.0
2015,650,410400.0
2015,651,387000.0
2015,652,351576.23513386934
2015,653,401525.0
2015,654,377357.5417
2015,655,441375.0
2015,656,437575.0
2015,657,436225.0
2015,658,440750.0
2015,659,439575.0
2015,660,403559.58666686644
2015,661,438675.0
2015,662,380183.76666686643
2015,663,443000.0
2015,664,349803.0016668665
2015,665,451625.0
2015,666,447300.0
2015,667,449801.34197936644
2015,668,511600.0
2015,669,507625.0
2015,670,498938.35166686645
2015,671,441300.0
2015,672,371382.21503336687
2015,673,350770.02979879396
2015,674,427187.4167
2015,675,411127.4167
2015,676,278919.9167
2015,677,316939.9167
2015,678,445200.0
2015,679,440950.0
2015,680,432625.0
2015,681,438600.0
2015,682,396254.18173313345
2015,683,440300.0
2015,684,402471.29673313344
2015,685,443325.0
2015,686,403402.01173313346
2015,687,433675.0
2015,688,435725.0
2015,689,448200.0
2015,690,442325.0
2015,691,461709.2700456335
2015,692,508150.0
2015,693,484740.4167331335
2015,694,485720.00673313346
2015,695,445475.0
2015,696,348771.3467331335
2015,697,408225.0
2015,698,305430.028478593
2015,699,423750.0
2015,700,413450.0
2015,701,432900.0
2015,702,415073.1216698515
2015,703,428000.0
2015,704,418825.0
2015,705,425725.0
2015,706,429450.0
2015,707,436850.0
2015,708,436800.0
2015,709,435625.0
2015,710,450925.0
2015,711,447075.0
2015,712,430800.0
2015,713,417775.0
2015,714,413050.0
2015,715,443840.2257622015
2015,716,500779.34801220143
2015,717,500600.0
2015,718,496722.6676372015
2015,719,431675.0
2015,720,361115.1667
2015,721,398235.8942631156
2015,722,367228.7083
2015,723,348558.7083
2015,724,408025.0
2015,725,404475.0
2015,726,377678.7083
2015,727,338369.3490369849
2015,728,441175.0
2015,729,447425.0
2015,730,450400.0
2015,731,445875.0
2015,732,447900.0
2015,733,451475.0
2015,734,439600.0
2015,735,447700.0
2015,736,433431.20830000006
2015,737,432101.20830000006
2015,738,454450.0
2015,739,451000.0
2015,740,456100.0
2015,741,463223.6463956336
2015,742,445725.0
2015,743,440000.0
2015,744,435675.0
2015,745,372715.9355077387
2015,746,391250.0
2015,747,373775.0
2015,748,373750.0
2015,749,374175.0
2015,750,398800.0
2015,751,418000.0
2015,752,406876.28726653266
2015,753,425275.0
2015,754,428575.0
2015,755,414125.0
2015,756,397450.0
2015,757,396625.0
2015,758,407050.0
2015,759,379888.24706552766
2015,760,335902.1667
2015,761,328282.1667
2015,762,438550.0
2015,763,373722.1667
2015,764,450208.99663403135
2015,765,453950.0
2015,766,444200.0
2015,767,359712.1667
2015,768,397925.0
2015,769,377425.0
2015,770,335045.0417
2015,771,325215.0417
2015,772,358657.1020319598
2015,773,337655.0417
2015,774,342124.87841386936
2015,775,406441.5417
2015,776,425000.0
2015,777,436850.0
2015,778,441350.0
2015,779,428125.0
2015,780,447550.0
2015,781,430015.86173014843
2015,782,450600.0
2015,783,450250.0
2015,784,448027.99673014844
2015,785,458050.0
2015,786,445297.54169999994
2015,787,442675.0
2015,788,482389.6403877984
2015,789,471148.9067002984
2015,790,445475.0
2015,791,426157.54169999994
2015,792,345844.16173014854
2015,793,406025.0
2015,794,392398.5833
2015,795,325861.88728663314
2015,796,387925.0
2015,797,402475.0
2015,798,439175.0
2015,799,450525.0
2015,800,422850.0
2015,801,440725.0
2015,802,448200.0
2015,803,438100.0
2015,804,441400.0
2015,805,442125.0
2015,806,416581.8432668665
2015,807,426525.0
2015,808,448950.0
2015,809,450825.0
2015,810,439775.0
2015,811,459345.59357936657
2015,812,506450.0
2015,813,511025.0
2015,814,488506.63495436654
2015,815,436275.0
2015,816,348491.0833
2015,817,404950.0
2015,818,390500.0
2015,819,387650.0
2015,820,391400.0
2015,821,295872.2466881407
2015,822,445450.0
2015,823,445921.8824
2015,824,434350.0
2015,825,435350.0
2015,826,438450.0
2015,827,444875.0
2015,828,442825.0
2015,829,442300.0
2015,830,445200.0
2015,831,443550.0
2015,832,449450.0
2015,833,447750.0
2015,834,443050.0
2015,835,446025.0
2015,836,514200.0
2015,837,510278.1488043665
2015,838,468300.0
2015,839,463950.0
2015,840,363701.8824
2015,841,426300.0
2015,842,413425.0
2015,843,402925.0
2015,844,387836.7207
2015,845,404146.7207
2015,846,365261.015702985
2015,847,368878.16083283495
2015,848,442525.0
2015,849,443125.0
2015,850,410994.465802985
2015,851,444100.0
2015,852,439600.0
2015,853,441525.0
2015,854,448509.701490485
2015,855,441200.0
2015,856,444650.0
2015,857,451650.0
2015,858,429050.0
2015,859,445381.56454533496
2015,860,478575.0
2015,861,503475.0
2015,862,449768.82767033495
2015,863,439475.0
2015,864,360859.2208
2015,865,425227.7551
2015,866,404225.0
2015,867,403917.7551
2015,868,403250.0
2015,869,293470.2551
2015,870,436575.0
2015,871,437550.0
2015,872,436050.0
2015,873,444575.0
2015,874,436775.0
2015,875,433475.0
2015,876,433825.0
2015,877,451625.0
2015,878,465375.0
2015,879,465850.0
2015,880,468575.0
2015,881,449875.0
2015,882,444800.0
2015,883,458102.21150466497
2015,884,473825.0400671649
2015,885,492667.98006716487
2015,886,484387.6400671649
2015,887,445250.0
2015,888,368816.2551
2015,889,321093.4574
2015,890,299867.5780030151
2015,891,396210.9574
2015,892,402275.0
2015,893,396090.9574
2015,894,413690.9574
2015,895,363823.4574
2015,896,420356.45739999996
2015,897,449975.0
2015,898,457250.0
2015,899,448375.0
2015,900,450775.0
2015,901,448500.0
2015,902,452000.0
2015,903,448553.45739999996
2015,904,436873.45739999996
2015,905,454725.0
2015,906,430525.0
2015,907,424075.0
2015,908,456800.0
2015,909,459100.0
2015,910,446075.0
2015,911,420350.0
2015,912,405425.0
2015,913,409900.0
2015,914,277121.9944
2015,915,408800.0
2015,916,406075.0
2015,917,405575.0
2015,918,413725.0
2015,919,430425.0
2015,920,433200.0
2015,921,417975.0
2015,922,404975.0
2015,923,382425.0
2015,924,389450.0
2015,925,401375.0
2015,926,406400.0
2015,927,370641.9441517588
2015,928,326245.07229246234
2015,929,372778.3260613066
2015,930,328091.9944
2015,931,440750.0
2015,932,470600.0
2015,933,474375.0
2015,934,466450.0
2015,935,379301.9944
2015,936,412740.24940298503
2015,937,401925.0
2015,938,386675.0
2015,939,362871.38476331654
2015,940,344800.7315
2015,941,358530.7315
2015,942,388773.306497015
2015,943,416294.426497015
2015,944,422675.0
2015,945,426050.0
2015,946,430050.0
2015,947,447425.0
2015,948,448875.0
2015,949,440650.0
2015,950,429100.0
2015,951,441975.0
2015,952,474425.0
2015,953,476350.0
2015,954,447750.0
2015,955,445675.0
2015,956,481590.81646716496
2015,957,485441.931467165
2015,958,471175.0
2015,959,453925.0
2015,960,370963.2315
2015,961,408525.906197015
2015,962,403000.0
2015,963,405350.0
2015,964,402939.0862
2015,965,407575.0
2015,966,383445.5862
2015,967,454550.0
2015,968,449675.0
2015,969,447975.0
2015,970,445075.0
2015,971,451100.0
2015,972,455630.73370000004
2015,973,424175.0
2015,974,416350.0
2015,975,434475.0
2015,976,417175.0
2015,977,414750.0
2015,978,418075.0
2015,979,437900.0
2015,980,494527.11116716504
2015,981,503059.361167165
2015,982,497672.975354665
2015,983,435950.0
2015,984,372561.5862
2015,985,338135.48933517584
2015,986,405050.0
2015,987,305789.9617
2015,988,297099.9617
2015,989,327793.02702361805
2015,990,346321.51669701503
2015,991,417563.07666716503
2015,992,428450.0
2015,993,426900.0
2015,994,431850.0
2015,995,447050.0
2015,996,434500.0
2015,997,435225.0
2015,998,434275.0
2015,999,436025.0
2015,1000,442875.0
2015,1001,448600.0
2015,1002,450050.0
2015,1003,456508.628229665
2015,1004,513380.644854665
2015,1005,503383.378854665
2015,1006,503400.0
2015,1007,440275.0
2015,1008,372439.9617
2015,1009,403850.0
2015,1010,386100.0
2015,1011,290642.75
2015,1012,388100.0
2015,1013,388175.0
2015,1014,411425.0
2015,1015,431725.0
2015,1016,421450.0
2015,1017,419950.0
2015,1018,419925.0
2015,1019,423325.0
2015,1020,421950.0
2015,1021,426025.0
2015,1022,422650.0
2015,1023,425225.0
2015,1024,426725.0
2015,1025,434517.69068451505
2015,1026,448037.75768451503
2015,1027,477559.233779665
2015,1028,506783.57996716496
2015,1029,498443.8399671649
2015,1030,478888.99940466497
2015,1031,463822.940654665
2015,1032,424825.0
2015,1033,429675.0
2015,1034,427700.0
2015,1035,406700.0
2015,1036,401150.0
2015,1037,403250.0
2015,1038,389427.0417
2015,1039,441625.0
2015,1040,444025.0
2015,1041,453275.0
2015,1042,443795.3966671649
2015,1043,441431.40666716493
2015,1044,427973.91622966493
2015,1045,428254.7283546649
2015,1046,440781.0162595149
2015,1047,464273.1439796649
2015,1048,455752.1938546649
2015,1049,442412.8513546649
2015,1050,471301.8288546649
2015,1051,467335.296479665
2015,1052,512353.0966671649
2015,1053,506743.5416671649
2015,1054,499822.9866671649
2015,1055,466138.87372966495
2015,1056,435425.0
2015,1057,429425.0
2015,1058,419750.0
2015,1059,399125.0
2015,1060,394000.0
2015,1061,301190.44573417085
2015,1062,411000.0
2015,1063,422125.0
2015,1064,425400.0
2015,1065,426075.0
2015,1066,424000.0
2015,1067,438000.0
2015,1068,443055.76826716505
2015,1069,412211.01857966505
2015,1070,414800.0
2015,1071,418300.0
2015,1072,418900.0
2015,1073,410475.0
2015,1074,400336.91960951505
2015,1075,458162.9659845151
2015,1076,497772.5182671651
2015,1077,459056.788454665
2015,1078,448075.0
2015,1079,402275.4583
2015,1080,433000.0
2015,1081,399951.7083
2015,1082,385491.7083
2015,1083,392025.0
2015,1084,395025.0
2015,1085,394025.0
2015,1086,389691.7083
2015,1087,305124.2083
2015,1088,339998.448297015
2015,1089,401025.0
2015,1090,397243.2083
2015,1091,411025.0
2015,1092,410773.11030703515
2015,1093,412025.0
2015,1094,381018.53241758794
2015,1095,395025.0
2015,1096,401000.0
2015,1097,365459.89925175876
2015,1098,407000.0
2015,1099,425025.0
2015,1100,441557.00357966503
2015,1101,440650.0
2015,1102,419150.0
2015,1103,421575.0
2015,1104,292164.2083
2015,1105,375525.0
2015,1106,365144.32148542715
2015,1107,350984.77374673367
2015,1108,339685.025
2015,1109,372225.0
2015,1110,392250.0
2015,1111,406275.0
2015,1112,410050.0
2015,1113,414000.0
2015,1114,420000.0
2015,1115,421075.0
2015,1116,435600.0
2015,1117,436025.0
2015,1118,436300.0
2015,1119,436300.0
2015,1120,437875.0
2015,1121,436475.0
2015,1122,428200.0
2015,1123,460720.859345335
2015,1124,484200.0
2015,1125,484000.0
2015,1126,488000.0
2015,1127,424000.0
2015,1128,341027.525
2015,1129,400075.0
2015,1130,392024.9716
2015,1131,370325.0
2015,1132,368475.0
2015,1133,369175.0
2015,1134,388400.0
2015,1135,395875.0
2015,1136,396075.0
2015,1137,425100.0
2015,1138,406233.16660298506
2015,1139,433550.0
2015,1140,388970.59660298505
2015,1141,443600.0
2015,1142,441475.0
2015,1143,441525.0
2015,1144,437075.0
2015,1145,438275.0
2015,1146,434225.0
2015,1147,471547.12544533506
2015,1148,487825.0
2015,1149,490100.0
2015,1150,488004.06932033505
2015,1151,425072.47160000005
2015,1152,361608.567080402
2015,1153,415725.0
2015,1154,399775.0
2015,1155,397950.0
2015,1156,398975.0
2015,1157,399300.0
2015,1158,407500.0
2015,1159,431475.0
2015,1160,431175.0
2015,1161,440707.76971250004
2015,1162,452957.1277125
2015,1163,440624.55271250004
2015,1164,443300.0
2015,1165,446175.0
2015,1166,442875.0
2015,1167,445756.60396250006
2015,1168,449700.0
2015,1169,465927.45733750006
2015,1170,448496.9947125
2015,1171,481434.68196250004
2015,1172,500375.0
2015,1173,491984.9979000001
2015,1174,438950.0
2015,1175,426620.70290000003
2015,1176,385175.2255130653
2015,1177,405650.0
2015,1178,401875.0
2015,1179,395700.0
2015,1180,376050.0
2015,1181,384500.0
2015,1182,331116.37290298496
2015,1183,380622.557902985
2015,1184,393871.182902985
2015,1185,407950.0
2015,1186,434325.0
2015,1187,435875.0
2015,1188,432300.0
2015,1189,433675.0
2015,1190,432400.0
2015,1191,437800.0
2015,1192,437925.0
2015,1193,441625.0
2015,1194,437875.0
2015,1195,440800.0
2015,1196,455925.0
2015,1197,477649.2369953351
2015,1198,442198.407495335
2015,1199,435500.0
2015,1200,425875.0
2015,1201,335614.1036432161
2015,1202,293968.375
2015,1203,375975.0
2015,1204,375625.0
2015,1205,389325.0
2015,1206,323077.475
2015,1207,403775.0
2015,1208,424775.0
2015,1209,425800.0
2015,1210,424250.0
2015,1211,419975.0
2015,1212,424875.0
2015,1213,422075.0
2015,1214,423600.0
2015,1215,422500.0
2015,1216,426650.0
2015,1217,434175.0
2015,1218,430825.0
2015,1219,449377.6023125
2015,1220,466550.0
2015,1221,497777.625
2015,1222,442975.0
2015,1223,440350.0
2015,1224,431950.0
2015,1225,405125.0
2015,1226,398525.0
2015,1227,398125.0
2015,1228,394679.4167
2015,1229,398775.0
2015,1230,307431.9167
2015,1231,343771.9167
2015,1232,423650.0
2015,1233,428000.0
2015,1234,425475.0
2015,1235,385011.2177029849
2015,1236,422500.0
2015,1237,367297.4067032835
2015,1238,424025.0
2015,1239,420600.0
2015,1240,407525.0
2015,1241,411100.0
2015,1242,408275.0
2015,1243,411925.0
2015,1244,476737.82173283503
2015,1245,482421.99673283496
2015,1246,433250.0
2015,1247,421061.91669999994
2015,1248,337651.9167
2015,1249,403575.0
2015,1250,273740.5293
2015,1251,401650.0
2015,1252,400725.0
2015,1253,400050.0
2015,1254,274210.5293
2015,1255,326172.0367376884
2015,1256,405400.0
2015,1257,351620.5293
2015,1258,422150.0
2015,1259,365568.569401005
2015,1260,393250.0
