Year,Actualized cost
Y0,68148060102.790985
Y1,94974693511.80714
Y2,158993382556.75958
Y3,91125543157.83994
Y4,88182723730.9778
Y5,85496865102.83076
Y6,80486635460.93965
Y7,73683111384.9592
Y8,69067328265.37163
Y9,64731716614.17836
Y10,60107581893.206085
Y11,56357953481.11178
Y12,60371264233.37469
Y13,48864448664.4198
Y14,45554151133.19784
Y15,43323843206.21325
Y16,42554224184.78162
Y17,41088794080.31777
Y18,38619356959.12321
Y19,38313858634.37779
Y20,34538658243.38766
Y21,32058826408.687943
Y22,30770095779.38533
Y23,29073399487.20157
Y24,27137990892.638195
Y25,25883976203.0503
Y26,24482218176.521008
Y27,23150693924.32861
Y28,21555258488.33534
Y29,20399629278.098526
Y30,19308613128.78407
Y31,18344721010.863125
Y32,16944268393.69637
Y33,16122836469.763208
Y34,15297897946.552841
Y35,14313240766.442686
Y36,13634558083.932251
Y37,12974228824.854137
Y38,12342407662.634178
Y39,11693344031.582497
Y40,11272726226.895905
Y41,10738659396.480307
Y42,10465933386.21853
Y43,9685945625.390474
Y44,9177970318.767546
Y45,8688279158.804739
Y46,8212744967.127809
Y47,7779765323.3131695
Y48,7410623619.846303
Y49,7142074152.412046
Y50,6862326375.46203
