Year,Actualized emission
Y0,936567587.0902913
Y1,828925581.487327
Y2,758268962.6692122
Y3,707164922.2462064
Y4,660359383.9306002
Y5,616208986.1205494
Y6,567202901.5473241
Y7,522392581.7669167
Y8,481023380.62406856
Y9,442831474.05029446
Y10,408684974.0996498
Y11,378188127.3467542
Y12,351948691.8041707
Y13,327434010.60698366
Y14,304667433.5238375
Y15,283774683.84783345
Y16,266155955.03096044
Y17,249110919.76167008
Y18,232598818.77450576
Y19,216567959.39517874
Y20,201536413.55942807
Y21,192760564.88406187
Y22,183694766.0064398
Y23,175114474.8705113
Y24,166940544.87930375
Y25,159147999.43403772
Y26,151569523.27051204
Y27,144351926.9242972
Y28,137478025.6421878
Y29,130931452.9925598
Y30,124696621.897676
Y31,118758687.5215962
Y32,113103511.9253297
Y33,107717630.4050759
Y34,102582279.31109612
Y35,97421307.65094201
Y36,92546643.05862343
Y37,88163199.04942147
Y38,83964951.47563949
Y39,79966620.45299
Y40,76158686.14570476
Y41,73270141.62924463
Y42,70504086.71848683
Y43,68070100.3750996
Y44,65254981.697236195
Y45,62134293.93747247
Y46,59318718.04269234
Y47,56494017.183516525
Y48,53803825.88906336
Y49,51241738.9419651
Y50,48801656.13520486
