Year,Actualized cost
Y0,50633370262.529076
Y1,101170746339.27786
Y2,159267403470.60516
Y3,91761888014.15427
Y4,87594500728.60805
Y5,83426733492.53638
Y6,78457703677.41913
Y7,73719550549.75261
Y8,69273738275.97862
Y9,65078723709.176445
Y10,58888784090.55656
Y11,53478493114.55341
Y12,45732302672.14164
Y13,42636149149.278336
Y14,39484866421.57985
Y15,36892334270.37972
Y16,35164645371.2913
Y17,33024196454.36968
Y18,32589294001.489
Y19,31615648754.02051
Y20,29769378895.12641
Y21,28312126545.349487
Y22,27792074198.108948
Y23,26641931719.234974
Y24,25403374145.941208
Y25,24188159243.576405
Y26,22380816219.27654
Y27,21288791905.714916
Y28,20266380798.246796
Y29,19350023667.15717
Y30,18404175410.26231
Y31,16993860211.919556
Y32,15442190854.871346
Y33,14675813965.958237
Y34,13945782589.228275
Y35,13238027986.050304
Y36,12306237985.699453
Y37,11407771478.08035
Y38,10868914003.627445
Y39,10344751118.289747
Y40,9905728288.006163
Y41,9518267012.549425
Y42,9272127312.212944
Y43,8964453206.163565
Y44,8733428597.986105
Y45,8327342573.448324
Y46,7795123276.654421
Y47,7370324041.569489
Y48,6928034237.407519
Y49,6515518229.96359
Y50,6115777245.600035
