Year,Actualized emission
Y0,907372520.5918913
Y1,817298723.9150186
Y2,783750383.9971007
Y3,748676297.4518554
Y4,713975718.6886249
Y5,679981741.0037568
Y6,630588041.4541392
Y7,585165719.1385124
Y8,544745031.2259843
Y9,507505035.63751197
Y10,472489597.3167426
Y11,440076061.64487684
Y12,411327786.1975968
Y13,383994903.5950752
Y14,358825237.30563456
Y15,334598807.56488776
Y16,309844732.53953373
Y17,286154582.54540044
Y18,263137020.77788284
Y19,246115971.51717013
Y20,230545873.72755873
Y21,216798259.26566416
Y22,204068550.86585975
Y23,191674749.37916148
Y24,179257473.12885526
Y25,167698693.25550723
Y26,158481601.59147125
Y27,150117070.97436827
Y28,142252669.63343486
Y29,134797744.59028143
Y30,127730243.99651349
Y31,121648688.18457693
Y32,115855893.50912087
Y33,110338946.19916274
Y34,105118083.22545923
Y35,100065985.0893225
Y36,95314930.30917846
Y37,90776124.10397948
Y38,86453451.52759951
Y39,82325793.37942512
Y40,78405517.50421439
Y41,74660877.69073032
Y42,71115456.31755596
Y43,67702777.70378254
Y44,64273124.543133095
Y45,61053092.93978116
Y46,58122221.5379564
Y47,55326897.487185545
Y48,52693177.59502387
Y49,50221605.2520184
Y50,47840430.15517206
