,Scenario,Datetime,Region,Technology,Cost,Value
0,scenario_1,2020,reg1,Oil_supply,fixed_cost,0.0
1,scenario_1,2021,reg1,Oil_supply,fixed_cost,0.0
2,scenario_1,2022,reg1,Oil_supply,fixed_cost,0.0
3,scenario_1,2023,reg1,Oil_supply,fixed_cost,0.0
4,scenario_1,2024,reg1,Oil_supply,fixed_cost,0.0
5,scenario_1,2025,reg1,Oil_supply,fixed_cost,0.0
6,scenario_1,2026,reg1,Oil_supply,fixed_cost,0.0
7,scenario_1,2027,reg1,Oil_supply,fixed_cost,0.0
8,scenario_1,2028,reg1,Oil_supply,fixed_cost,0.0
9,scenario_1,2029,reg1,Oil_supply,fixed_cost,0.0
10,scenario_1,2030,reg1,Oil_supply,fixed_cost,0.0
11,scenario_1,2031,reg1,Oil_supply,fixed_cost,0.0
12,scenario_1,2032,reg1,Oil_supply,fixed_cost,0.0
13,scenario_1,2033,reg1,Oil_supply,fixed_cost,0.0
14,scenario_1,2034,reg1,Oil_supply,fixed_cost,0.0
15,scenario_1,2035,reg1,Oil_supply,fixed_cost,0.0
16,scenario_1,2036,reg1,Oil_supply,fixed_cost,0.0
17,scenario_1,2037,reg1,Oil_supply,fixed_cost,0.0
18,scenario_1,2038,reg1,Oil_supply,fixed_cost,0.0
19,scenario_1,2039,reg1,Oil_supply,fixed_cost,0.0
20,scenario_1,2040,reg1,Oil_supply,fixed_cost,0.0
21,scenario_1,2041,reg1,Oil_supply,fixed_cost,0.0
22,scenario_1,2042,reg1,Oil_supply,fixed_cost,0.0
23,scenario_1,2043,reg1,Oil_supply,fixed_cost,0.0
24,scenario_1,2044,reg1,Oil_supply,fixed_cost,0.0
25,scenario_1,2045,reg1,Oil_supply,fixed_cost,0.0
26,scenario_1,2046,reg1,Oil_supply,fixed_cost,0.0
27,scenario_1,2047,reg1,Oil_supply,fixed_cost,0.0
28,scenario_1,2048,reg1,Oil_supply,fixed_cost,0.0
29,scenario_1,2049,reg1,Oil_supply,fixed_cost,0.0
30,scenario_1,2050,reg1,Oil_supply,fixed_cost,0.0
31,scenario_1,2020,reg1,NG_supply,fixed_cost,0.0
32,scenario_1,2021,reg1,NG_supply,fixed_cost,0.0
33,scenario_1,2022,reg1,NG_supply,fixed_cost,0.0
34,scenario_1,2023,reg1,NG_supply,fixed_cost,0.0
35,scenario_1,2024,reg1,NG_supply,fixed_cost,0.0
36,scenario_1,2025,reg1,NG_supply,fixed_cost,0.0
37,scenario_1,2026,reg1,NG_supply,fixed_cost,0.0
38,scenario_1,2027,reg1,NG_supply,fixed_cost,0.0
39,scenario_1,2028,reg1,NG_supply,fixed_cost,0.0
40,scenario_1,2029,reg1,NG_supply,fixed_cost,0.0
41,scenario_1,2030,reg1,NG_supply,fixed_cost,0.0
42,scenario_1,2031,reg1,NG_supply,fixed_cost,0.0
43,scenario_1,2032,reg1,NG_supply,fixed_cost,0.0
44,scenario_1,2033,reg1,NG_supply,fixed_cost,0.0
45,scenario_1,2034,reg1,NG_supply,fixed_cost,0.0
46,scenario_1,2035,reg1,NG_supply,fixed_cost,0.0
47,scenario_1,2036,reg1,NG_supply,fixed_cost,0.0
48,scenario_1,2037,reg1,NG_supply,fixed_cost,0.0
49,scenario_1,2038,reg1,NG_supply,fixed_cost,0.0
50,scenario_1,2039,reg1,NG_supply,fixed_cost,0.0
51,scenario_1,2040,reg1,NG_supply,fixed_cost,0.0
52,scenario_1,2041,reg1,NG_supply,fixed_cost,0.0
53,scenario_1,2042,reg1,NG_supply,fixed_cost,0.0
54,scenario_1,2043,reg1,NG_supply,fixed_cost,0.0
55,scenario_1,2044,reg1,NG_supply,fixed_cost,0.0
56,scenario_1,2045,reg1,NG_supply,fixed_cost,0.0
57,scenario_1,2046,reg1,NG_supply,fixed_cost,0.0
58,scenario_1,2047,reg1,NG_supply,fixed_cost,0.0
59,scenario_1,2048,reg1,NG_supply,fixed_cost,0.0
60,scenario_1,2049,reg1,NG_supply,fixed_cost,0.0
61,scenario_1,2050,reg1,NG_supply,fixed_cost,0.0
62,scenario_1,2020,reg1,SFF_supply,fixed_cost,0.0
63,scenario_1,2021,reg1,SFF_supply,fixed_cost,0.0
64,scenario_1,2022,reg1,SFF_supply,fixed_cost,0.0
65,scenario_1,2023,reg1,SFF_supply,fixed_cost,0.0
66,scenario_1,2024,reg1,SFF_supply,fixed_cost,0.0
67,scenario_1,2025,reg1,SFF_supply,fixed_cost,0.0
68,scenario_1,2026,reg1,SFF_supply,fixed_cost,0.0
69,scenario_1,2027,reg1,SFF_supply,fixed_cost,0.0
70,scenario_1,2028,reg1,SFF_supply,fixed_cost,0.0
71,scenario_1,2029,reg1,SFF_supply,fixed_cost,0.0
72,scenario_1,2030,reg1,SFF_supply,fixed_cost,0.0
73,scenario_1,2031,reg1,SFF_supply,fixed_cost,0.0
74,scenario_1,2032,reg1,SFF_supply,fixed_cost,0.0
75,scenario_1,2033,reg1,SFF_supply,fixed_cost,0.0
76,scenario_1,2034,reg1,SFF_supply,fixed_cost,0.0
77,scenario_1,2035,reg1,SFF_supply,fixed_cost,0.0
78,scenario_1,2036,reg1,SFF_supply,fixed_cost,0.0
79,scenario_1,2037,reg1,SFF_supply,fixed_cost,0.0
80,scenario_1,2038,reg1,SFF_supply,fixed_cost,0.0
81,scenario_1,2039,reg1,SFF_supply,fixed_cost,0.0
82,scenario_1,2040,reg1,SFF_supply,fixed_cost,0.0
83,scenario_1,2041,reg1,SFF_supply,fixed_cost,0.0
84,scenario_1,2042,reg1,SFF_supply,fixed_cost,0.0
85,scenario_1,2043,reg1,SFF_supply,fixed_cost,0.0
86,scenario_1,2044,reg1,SFF_supply,fixed_cost,0.0
87,scenario_1,2045,reg1,SFF_supply,fixed_cost,0.0
88,scenario_1,2046,reg1,SFF_supply,fixed_cost,0.0
89,scenario_1,2047,reg1,SFF_supply,fixed_cost,0.0
90,scenario_1,2048,reg1,SFF_supply,fixed_cost,0.0
91,scenario_1,2049,reg1,SFF_supply,fixed_cost,0.0
92,scenario_1,2050,reg1,SFF_supply,fixed_cost,0.0
93,scenario_1,2020,reg1,OP_supply,fixed_cost,0.0
94,scenario_1,2021,reg1,OP_supply,fixed_cost,0.0
95,scenario_1,2022,reg1,OP_supply,fixed_cost,0.0
96,scenario_1,2023,reg1,OP_supply,fixed_cost,0.0
97,scenario_1,2024,reg1,OP_supply,fixed_cost,0.0
98,scenario_1,2025,reg1,OP_supply,fixed_cost,0.0
99,scenario_1,2026,reg1,OP_supply,fixed_cost,0.0
100,scenario_1,2027,reg1,OP_supply,fixed_cost,0.0
101,scenario_1,2028,reg1,OP_supply,fixed_cost,0.0
102,scenario_1,2029,reg1,OP_supply,fixed_cost,0.0
103,scenario_1,2030,reg1,OP_supply,fixed_cost,0.0
104,scenario_1,2031,reg1,OP_supply,fixed_cost,0.0
105,scenario_1,2032,reg1,OP_supply,fixed_cost,0.0
106,scenario_1,2033,reg1,OP_supply,fixed_cost,0.0
107,scenario_1,2034,reg1,OP_supply,fixed_cost,0.0
108,scenario_1,2035,reg1,OP_supply,fixed_cost,0.0
109,scenario_1,2036,reg1,OP_supply,fixed_cost,0.0
110,scenario_1,2037,reg1,OP_supply,fixed_cost,0.0
111,scenario_1,2038,reg1,OP_supply,fixed_cost,0.0
112,scenario_1,2039,reg1,OP_supply,fixed_cost,0.0
113,scenario_1,2040,reg1,OP_supply,fixed_cost,0.0
114,scenario_1,2041,reg1,OP_supply,fixed_cost,0.0
115,scenario_1,2042,reg1,OP_supply,fixed_cost,0.0
116,scenario_1,2043,reg1,OP_supply,fixed_cost,0.0
117,scenario_1,2044,reg1,OP_supply,fixed_cost,0.0
118,scenario_1,2045,reg1,OP_supply,fixed_cost,0.0
119,scenario_1,2046,reg1,OP_supply,fixed_cost,0.0
120,scenario_1,2047,reg1,OP_supply,fixed_cost,0.0
121,scenario_1,2048,reg1,OP_supply,fixed_cost,0.0
122,scenario_1,2049,reg1,OP_supply,fixed_cost,0.0
123,scenario_1,2050,reg1,OP_supply,fixed_cost,0.0
124,scenario_1,2020,reg1,BW_supply,fixed_cost,0.0
125,scenario_1,2021,reg1,BW_supply,fixed_cost,0.0
126,scenario_1,2022,reg1,BW_supply,fixed_cost,0.0
127,scenario_1,2023,reg1,BW_supply,fixed_cost,0.0
128,scenario_1,2024,reg1,BW_supply,fixed_cost,0.0
129,scenario_1,2025,reg1,BW_supply,fixed_cost,0.0
130,scenario_1,2026,reg1,BW_supply,fixed_cost,0.0
131,scenario_1,2027,reg1,BW_supply,fixed_cost,0.0
132,scenario_1,2028,reg1,BW_supply,fixed_cost,0.0
133,scenario_1,2029,reg1,BW_supply,fixed_cost,0.0
134,scenario_1,2030,reg1,BW_supply,fixed_cost,0.0
135,scenario_1,2031,reg1,BW_supply,fixed_cost,0.0
136,scenario_1,2032,reg1,BW_supply,fixed_cost,0.0
137,scenario_1,2033,reg1,BW_supply,fixed_cost,0.0
138,scenario_1,2034,reg1,BW_supply,fixed_cost,0.0
139,scenario_1,2035,reg1,BW_supply,fixed_cost,0.0
140,scenario_1,2036,reg1,BW_supply,fixed_cost,0.0
141,scenario_1,2037,reg1,BW_supply,fixed_cost,0.0
142,scenario_1,2038,reg1,BW_supply,fixed_cost,0.0
143,scenario_1,2039,reg1,BW_supply,fixed_cost,0.0
144,scenario_1,2040,reg1,BW_supply,fixed_cost,0.0
145,scenario_1,2041,reg1,BW_supply,fixed_cost,0.0
146,scenario_1,2042,reg1,BW_supply,fixed_cost,0.0
147,scenario_1,2043,reg1,BW_supply,fixed_cost,0.0
148,scenario_1,2044,reg1,BW_supply,fixed_cost,0.0
149,scenario_1,2045,reg1,BW_supply,fixed_cost,0.0
150,scenario_1,2046,reg1,BW_supply,fixed_cost,0.0
151,scenario_1,2047,reg1,BW_supply,fixed_cost,0.0
152,scenario_1,2048,reg1,BW_supply,fixed_cost,0.0
153,scenario_1,2049,reg1,BW_supply,fixed_cost,0.0
154,scenario_1,2050,reg1,BW_supply,fixed_cost,0.0
155,scenario_1,2020,reg1,Geo_PP,fixed_cost,152310974.6351593
156,scenario_1,2021,reg1,Geo_PP,fixed_cost,154280903.3965511
157,scenario_1,2022,reg1,Geo_PP,fixed_cost,156255058.7766447
158,scenario_1,2023,reg1,Geo_PP,fixed_cost,158233440.7754402
159,scenario_1,2024,reg1,Geo_PP,fixed_cost,160216049.39293754
160,scenario_1,2025,reg1,Geo_PP,fixed_cost,162202884.62913677
161,scenario_1,2026,reg1,Geo_PP,fixed_cost,163452584.86800584
162,scenario_1,2027,reg1,Geo_PP,fixed_cost,164704771.35317013
163,scenario_1,2028,reg1,Geo_PP,fixed_cost,165959444.08462965
164,scenario_1,2029,reg1,Geo_PP,fixed_cost,167216603.06238434
165,scenario_1,2030,reg1,Geo_PP,fixed_cost,168476248.28643426
166,scenario_1,2031,reg1,Geo_PP,fixed_cost,168463684.80781484
167,scenario_1,2032,reg1,Geo_PP,fixed_cost,168451121.3291954
168,scenario_1,2033,reg1,Geo_PP,fixed_cost,168438557.85057595
169,scenario_1,2034,reg1,Geo_PP,fixed_cost,168425994.37195653
170,scenario_1,2035,reg1,Geo_PP,fixed_cost,168413430.8933371
171,scenario_1,2036,reg1,Geo_PP,fixed_cost,168400867.41471767
172,scenario_1,2037,reg1,Geo_PP,fixed_cost,168388303.93609822
173,scenario_1,2038,reg1,Geo_PP,fixed_cost,168375740.4574788
174,scenario_1,2039,reg1,Geo_PP,fixed_cost,168363176.97885936
175,scenario_1,2040,reg1,Geo_PP,fixed_cost,168350613.50024003
176,scenario_1,2041,reg1,Geo_PP,fixed_cost,168145410.0161228
177,scenario_1,2042,reg1,Geo_PP,fixed_cost,167940206.53200558
178,scenario_1,2043,reg1,Geo_PP,fixed_cost,167735003.0478884
179,scenario_1,2044,reg1,Geo_PP,fixed_cost,167529799.5637712
180,scenario_1,2045,reg1,Geo_PP,fixed_cost,167324596.07965398
181,scenario_1,2046,reg1,Geo_PP,fixed_cost,167119392.59553677
182,scenario_1,2047,reg1,Geo_PP,fixed_cost,166914189.11141956
183,scenario_1,2048,reg1,Geo_PP,fixed_cost,166708985.62730238
184,scenario_1,2049,reg1,Geo_PP,fixed_cost,166503782.14318517
185,scenario_1,2050,reg1,Geo_PP,fixed_cost,166298578.6590679
186,scenario_1,2020,reg1,Solar_PV_PP,fixed_cost,317393751.3694755
187,scenario_1,2021,reg1,Solar_PV_PP,fixed_cost,358537124.93385094
188,scenario_1,2022,reg1,Solar_PV_PP,fixed_cost,409401174.1203476
189,scenario_1,2023,reg1,Solar_PV_PP,fixed_cost,388937977.9413481
190,scenario_1,2024,reg1,Solar_PV_PP,fixed_cost,368982611.7645397
191,scenario_1,2025,reg1,Solar_PV_PP,fixed_cost,413374208.1923834
192,scenario_1,2026,reg1,Solar_PV_PP,fixed_cost,457520820.26508224
193,scenario_1,2027,reg1,Solar_PV_PP,fixed_cost,499243218.4474135
194,scenario_1,2028,reg1,Solar_PV_PP,fixed_cost,538541402.7393774
195,scenario_1,2029,reg1,Solar_PV_PP,fixed_cost,575415373.1409736
196,scenario_1,2030,reg1,Solar_PV_PP,fixed_cost,609865129.6522024
197,scenario_1,2031,reg1,Solar_PV_PP,fixed_cost,604147644.061713
198,scenario_1,2032,reg1,Solar_PV_PP,fixed_cost,598430158.4712236
199,scenario_1,2033,reg1,Solar_PV_PP,fixed_cost,592712672.8807342
200,scenario_1,2034,reg1,Solar_PV_PP,fixed_cost,586995187.2902448
201,scenario_1,2035,reg1,Solar_PV_PP,fixed_cost,581277701.6997554
202,scenario_1,2036,reg1,Solar_PV_PP,fixed_cost,575560216.109266
203,scenario_1,2037,reg1,Solar_PV_PP,fixed_cost,569842730.5187767
204,scenario_1,2038,reg1,Solar_PV_PP,fixed_cost,564125244.9282873
205,scenario_1,2039,reg1,Solar_PV_PP,fixed_cost,558407759.3377979
206,scenario_1,2040,reg1,Solar_PV_PP,fixed_cost,552690273.7473083
207,scenario_1,2041,reg1,Solar_PV_PP,fixed_cost,546972788.1568189
208,scenario_1,2042,reg1,Solar_PV_PP,fixed_cost,541255302.5663295
209,scenario_1,2043,reg1,Solar_PV_PP,fixed_cost,535537816.9758401
210,scenario_1,2044,reg1,Solar_PV_PP,fixed_cost,529820331.3853507
211,scenario_1,2045,reg1,Solar_PV_PP,fixed_cost,524102845.7948613
212,scenario_1,2046,reg1,Solar_PV_PP,fixed_cost,518385360.2043719
213,scenario_1,2047,reg1,Solar_PV_PP,fixed_cost,512667874.61388254
214,scenario_1,2048,reg1,Solar_PV_PP,fixed_cost,506950389.0233931
215,scenario_1,2049,reg1,Solar_PV_PP,fixed_cost,547870936.4174793
216,scenario_1,2050,reg1,Solar_PV_PP,fixed_cost,495515417.8424144
217,scenario_1,2020,reg1,Wind_PP,fixed_cost,379664585.7962216
218,scenario_1,2021,reg1,Wind_PP,fixed_cost,410276039.8670675
219,scenario_1,2022,reg1,Wind_PP,fixed_cost,440055236.7284741
220,scenario_1,2023,reg1,Wind_PP,fixed_cost,469002176.3804413
221,scenario_1,2024,reg1,Wind_PP,fixed_cost,497116858.8229691
222,scenario_1,2025,reg1,Wind_PP,fixed_cost,524399284.0560576
223,scenario_1,2026,reg1,Wind_PP,fixed_cost,539619394.5474521
224,scenario_1,2027,reg1,Wind_PP,fixed_cost,554290609.1748425
225,scenario_1,2028,reg1,Wind_PP,fixed_cost,568412927.938229
226,scenario_1,2029,reg1,Wind_PP,fixed_cost,581986350.8376114
227,scenario_1,2030,reg1,Wind_PP,fixed_cost,595010877.8729897
228,scenario_1,2031,reg1,Wind_PP,fixed_cost,582944223.7063346
229,scenario_1,2032,reg1,Wind_PP,fixed_cost,570877569.5396795
230,scenario_1,2033,reg1,Wind_PP,fixed_cost,558810915.3730245
231,scenario_1,2034,reg1,Wind_PP,fixed_cost,546744261.2063694
232,scenario_1,2035,reg1,Wind_PP,fixed_cost,534677607.0397144
233,scenario_1,2036,reg1,Wind_PP,fixed_cost,522610952.8730593
234,scenario_1,2037,reg1,Wind_PP,fixed_cost,510544298.7064042
235,scenario_1,2038,reg1,Wind_PP,fixed_cost,498477644.5397492
236,scenario_1,2039,reg1,Wind_PP,fixed_cost,486410990.3730941
237,scenario_1,2040,reg1,Wind_PP,fixed_cost,474344336.2064394
238,scenario_1,2041,reg1,Wind_PP,fixed_cost,465814459.9851832
239,scenario_1,2042,reg1,Wind_PP,fixed_cost,457284583.7639271
240,scenario_1,2043,reg1,Wind_PP,fixed_cost,448754707.5426709
241,scenario_1,2044,reg1,Wind_PP,fixed_cost,440224831.3214148
242,scenario_1,2045,reg1,Wind_PP,fixed_cost,431694955.1001586
243,scenario_1,2046,reg1,Wind_PP,fixed_cost,423165078.8789024
244,scenario_1,2047,reg1,Wind_PP,fixed_cost,414635202.65764624
