Year,Actualized emission
Y0,907372520.5918913
Y1,814752458.4928515
Y2,780911736.8825884
Y3,724285783.7772653
Y4,691782952.2715263
Y5,659384958.0013285
Y6,611248190.0040311
Y7,566966756.5971278
Y8,526597223.5516035
Y9,487285174.07997113
Y10,459440577.23423564
Y11,430353360.53313255
Y12,403212912.8420404
Y13,376884717.01104534
Y14,328652978.4577139
Y15,306298621.1683289
Y16,284007684.7072656
Y17,264642816.75913385
Y18,243432866.54939348
Y19,223430420.27404964
Y20,206189231.1139569
Y21,188596386.2403845
Y22,174298651.6697521
Y23,160927653.5626264
Y24,148417868.62971604
Y25,136725511.3347068
Y26,129652825.13404554
Y27,122769074.921724
Y28,116373826.85180643
Y29,110347861.88601115
Y30,104632939.81865375
Y31,99650290.66353574
Y32,94905038.7271769
Y33,90385751.1687399
Y34,86107875.68376872
Y35,81969564.07625191
Y36,78080206.795961
Y37,74362101.71043903
Y38,70821049.24803717
Y39,67448618.33146396
Y40,64236779.36329901
Y41,61177885.107903816
Y42,58264652.48371792
Y43,55491920.55687806
Y44,52850435.260442324
Y45,50436323.6637379
Y46,48020140.48811878
Y47,45645991.56916902
Y48,43446036.77759213
Y49,41503195.97659185
Y50,39532924.359415956
