Year,Actualized emission
Y0,532816238.18647194
Y1,514528419.01634157
Y2,522465842.2141605
Y3,508510657.4161692
Y4,551234307.555104
Y5,529056490.02547014
Y6,521708111.9795052
Y7,478803083.64889944
Y8,458776302.75837356
Y9,444777080.57317567
Y10,438345375.1121372
Y11,427927160.4134599
Y12,415040939.3370632
Y13,389302254.27780664
Y14,394497361.23639446
Y15,380805513.7355013
Y16,377152556.7546227
Y17,363411887.7951526
Y18,359483100.77028507
Y19,356629257.28404945
Y20,356831011.8822566
Y21,346666651.23909837
Y22,343523685.2896501
Y23,343285297.76434916
Y24,339677817.49241745
Y25,338425714.57434803
Y26,348512273.2916797
Y27,360422776.74866354
Y28,367321328.35087156
Y29,382034537.64878416
Y30,389618592.5703528
