Year,Actualized cost
Y0,26539727624.56036
Y1,37839035820.603745
Y2,63847813830.58188
Y3,35349829335.438705
Y4,36649338781.45309
Y5,36009471650.44624
Y6,35176051289.74724
Y7,33578481269.687153
Y8,32686070033.848137
Y9,32404491376.584846
Y10,29232028860.10248
Y11,27533242831.201504
Y12,27008700521.647472
Y13,25490402569.41544
Y14,24612409815.86506
Y15,23350963069.911266
Y16,22806718819.391434
Y17,21816850598.54784
Y18,20828521759.64946
Y19,20006784039.475376
Y20,19178735724.587173
Y21,18865323582.741497
Y22,18092411672.97482
Y23,17773785997.042545
Y24,17312552784.110317
Y25,17072570293.83219
Y26,16824415871.808578
Y27,16251275602.268614
Y28,15869107776.220686
Y29,15982552346.610954
Y30,15441865166.629986
