Year_name,,Elec_transmission_distribution
2015,1,146127.5416667
2015,2,124477.5416667
2015,3,124417.5416667
2015,4,121487.5416667
2015,5,123527.5416667
2015,6,123467.5416667
2015,7,124662.5416667
2015,8,124507.5416667
2015,9,120517.5416667
2015,10,122677.5416667
2015,11,122947.5416667
2015,12,121307.5416667
2015,13,121717.5416667
2015,14,123437.5416667
2015,15,120187.5416667
2015,16,118607.5416667
2015,17,117727.5416667
2015,18,123957.5416667
2015,19,143237.5416667
2015,20,192437.5416667
2015,21,200617.5416667
2015,22,170672.5416667
2015,23,157547.5416667
2015,24,126557.5416667
2015,25,115547.5416667
2015,26,117537.5416667
2015,27,114777.5416667
2015,28,102697.5416667
2015,29,108047.5416667
2015,30,108887.5416667
2015,31,107077.5416667
2015,32,107037.5416667
2015,33,138397.5416667
2015,34,134867.5416667
2015,35,137267.5416667
2015,36,137437.5416667
2015,37,137227.5416667
2015,38,150267.5416667
2015,39,163107.5416667
2015,40,165127.5416667
2015,41,163037.54166669998
2015,42,161387.5416667
2015,43,178677.5416667
2015,44,202197.5416667
2015,45,200887.5416667
2015,46,183497.5416667
2015,47,175167.5416667
2015,48,146577.5416667
2015,49,103174.4166667
2015,50,103314.4166667
2015,51,103804.4166667
2015,52,106864.4166667
2015,53,108784.4166667
2015,54,108544.4166667
2015,55,114574.4166667
2015,56,120914.4166667
2015,57,138074.4166667
2015,58,168214.4166667
2015,59,167774.4166667
2015,60,169014.4166667
2015,61,165194.41666670004
2015,62,160324.4166667
2015,63,162174.41666669998
2015,64,165864.4166667
2015,65,168804.4166667
2015,66,169974.4166667
2015,67,180214.4166667
2015,68,204084.4166667
2015,69,203764.4166667
2015,70,205644.4166667
2015,71,190304.4166667
2015,72,143844.4166667
2015,73,120926.0833333
2015,74,118396.0833333
2015,75,117396.0833333
2015,76,117346.0833333
2015,77,120446.0833333
2015,78,120476.0833333
2015,79,117276.0833333
2015,80,117166.0833333
2015,81,136606.0833333
2015,82,160246.0833333
2015,83,153406.0833333
2015,84,161326.08333330002
2015,85,157356.0833333
2015,86,165326.08333329996
2015,87,159336.0833333
2015,88,158146.0833333
2015,89,169166.0833333
2015,90,174416.0833333
2015,91,177296.0833333
2015,92,194706.0833333
2015,93,204266.0833333
2015,94,184936.0833333
2015,95,146456.0833333
2015,96,118786.0833333
2015,97,118789.625
2015,98,110749.625
2015,99,107909.625
2015,100,109919.625
2015,101,111899.625
2015,102,112879.625
2015,103,109849.625
2015,104,111659.625
2015,105,147409.625
2015,106,155799.625
2015,107,161619.62500000003
2015,108,169509.625
2015,109,165649.62500000003
2015,110,169209.625
2015,111,173989.625
2015,112,156969.625
2015,113,162459.625
2015,114,158319.625
2015,115,175029.625
2015,116,204879.625
2015,117,205029.625
2015,118,203939.625
2015,119,177749.625
2015,120,143109.625
2015,121,106052.3333333
2015,122,103872.3333333
2015,123,102872.3333333
2015,124,104782.3333333
2015,125,106812.3333333
2015,126,108322.3333333
2015,127,127932.3333333
2015,128,160922.3333333
2015,129,168712.3333333
2015,130,166762.33333329996
2015,131,165362.33333329996
2015,132,158542.3333333
2015,133,162262.33333330002
2015,134,161642.33333329996
2015,135,160102.3333333
2015,136,149152.3333333
2015,137,148992.3333333
2015,138,151062.3333333
2015,139,163032.3333333
2015,140,199792.3333333
2015,141,194752.3333333
2015,142,200732.3333333
2015,143,184512.3333333
2015,144,166292.33333330002
2015,145,135728.5833333
2015,146,105898.5833333
2015,147,108918.5833333
2015,148,108758.5833333
2015,149,113758.5833333
2015,150,114748.5833333
2015,151,133768.5833333
2015,152,153878.5833333
2015,153,160818.5833333
2015,154,158788.5833333
2015,155,161098.5833333
2015,156,160828.58333329996
2015,157,158828.5833333
2015,158,160848.58333330002
2015,159,161748.58333330002
2015,160,163938.58333329996
2015,161,158808.5833333
2015,162,155938.5833333
2015,163,161388.5833333
2015,164,196118.5833333
2015,165,197478.5833333
2015,166,196768.5833333
2015,167,191658.5833333
2015,168,155328.5833333
2015,169,111626.625
2015,170,106866.625
2015,171,104866.625
2015,172,105826.625
2015,173,108876.625
2015,174,121966.625
2015,175,151016.625
2015,176,146866.625
2015,177,156916.625
2015,178,152936.625
2015,179,156896.625
2015,180,150746.625
2015,181,152846.625
2015,182,154236.625
2015,183,156606.625
2015,184,163956.625
2015,185,161526.625
2015,186,154386.625
2015,187,179736.625
2015,188,210716.625
2015,189,207916.625
2015,190,206516.625
2015,191,179696.625
2015,192,150876.625
2015,193,110166.875
2015,194,109936.875
2015,195,109996.875
2015,196,110986.875
2015,197,112066.875
2015,198,111036.875
2015,199,113036.875
2015,200,114076.875
2015,201,156026.875
2015,202,149616.875
2015,203,148666.875
2015,204,148626.875
2015,205,144676.875
2015,206,151696.875
2015,207,152086.875
2015,208,150066.875
2015,209,150996.875
2015,210,142776.875
2015,211,179226.875
2015,212,216857.78398241205
2015,213,208726.875
2015,214,206226.875
2015,215,173726.875
2015,216,135326.875
2015,217,109322.25
2015,218,106962.25
2015,219,106942.25
2015,220,106942.25
2015,221,106962.25
2015,222,105962.25
2015,223,106992.25
2015,224,135112.25
2015,225,172842.25
2015,226,166432.24999999997
2015,227,154522.25
2015,228,150922.25
2015,229,151012.25
2015,230,144902.25
2015,231,150262.25
2015,232,149702.25
2015,233,157642.25
2015,234,152382.25
2015,235,185762.25
2015,236,208022.25
2015,237,201322.25
2015,238,180482.25
2015,239,165812.25
2015,240,153952.25
2015,241,150833.875
2015,242,113823.875
2015,243,108883.875
2015,244,108833.875
2015,245,107833.875
2015,246,107003.875
2015,247,111063.875
2015,248,116953.875
2015,249,151373.875
2015,250,151553.875
2015,251,150593.875
2015,252,145943.875
2015,253,148653.875
2015,254,149073.875
2015,255,145613.875
2015,256,145793.875
2015,257,146873.875
2015,258,146823.875
2015,259,157913.875
2015,260,202503.875
2015,261,203423.875
2015,262,171493.875
2015,263,147263.875
2015,264,110883.875
2015,265,106049.1666667
2015,266,105069.1666667
2015,267,107099.1666667
2015,268,107049.1666667
