Year,Actualized cost
Y0,50633370262.529076
Y1,101321597128.70963
Y2,159237450196.89438
Y3,106708282086.23787
Y4,101332119560.67017
Y5,96299655781.88373
Y6,90499291607.36761
Y7,84974050718.36961
Y8,79806159123.62985
Y9,74963241844.73409
Y10,67243146833.63411
Y11,60127142117.20711
Y12,55885052503.018295
Y13,52123604412.71423
Y14,48367774818.780266
Y15,44975637306.3767
Y16,42712842093.769875
Y17,41381091549.557396
Y18,40382381930.81187
Y19,38290326965.08728
Y20,36105851680.409615
Y21,34138943027.95849
Y22,32764652152.939796
Y23,31442151334.727417
Y24,30171501672.2387
Y25,28965887567.478073
Y26,26992538224.64536
Y27,25680908101.30428
Y28,24449363663.453896
Y29,23241539490.381836
Y30,22102066197.40559
Y31,20571728395.841953
Y32,19538791300.39641
Y33,18554194492.569313
Y34,17616771563.98911
Y35,16337768097.970419
Y36,15372750250.771196
Y37,14612486078.833904
Y38,13897876885.629175
Y39,13206312601.586775
Y40,12547926118.082603
Y41,12003273363.520487
Y42,11476706713.872751
Y43,11062015187.513098
Y44,10566270310.491707
Y45,10032509822.891352
Y46,9450511501.68188
Y47,8985226585.711676
Y48,8526757511.611883
Y49,8079210710.351383
Y50,7642655011.09039
