Year,Actualized cost
Y0,68148060102.790985
Y1,94974693511.80714
Y2,155867372898.6888
Y3,88565201315.25784
Y4,85719966706.53372
Y5,83291640938.98038
Y6,76973141738.09457
Y7,70933871615.41634
Y8,66499394104.2266
Y9,63788846739.01803
Y10,60717648181.82521
Y11,54035752569.517494
Y12,52333347063.733574
Y13,48958558269.6221
Y14,47409990270.276474
Y15,45731594170.2224
Y16,41986408023.52535
Y17,40533533004.69353
Y18,37844947934.75953
Y19,37190912672.38499
Y20,33345788445.533314
Y21,32514281905.03179
Y22,30435353692.826122
Y23,29334253320.557003
Y24,26910996309.970364
Y25,25843480730.621944
Y26,24371168122.886585
Y27,22997361912.895298
Y28,21417311845.626728
Y29,20222945620.579433
Y30,19168308560.18187
Y31,17954044496.98057
Y32,16784096597.20154
Y33,15855930639.100819
Y34,15182451060.76549
Y35,14564431903.782999
Y36,13539691064.304527
Y37,12883840668.505585
Y38,12256115105.078884
Y39,11636905501.893204
Y40,11238159916.87663
Y41,10641498101.895836
Y42,10191061475.176434
Y43,9609059544.846512
Y44,9121614154.234348
Y45,8615599795.956945
Y46,8164915636.230864
Y47,7722333959.593787
Y48,7343046466.854453
Y49,7075963168.740985
Y50,6794399639.530453
