Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.76053
Y3,98000705351.79547
Y4,93229836672.84836
Y5,88757435576.00912
Y6,83492675846.01884
Y7,78465412043.81331
Y8,73746974816.64357
Y9,69312876331.4236
Y10,61160177804.62285
Y11,55269841751.07752
Y12,50697557695.23552
Y13,46170742754.59372
Y14,42737699612.10392
Y15,39954380185.42863
Y16,38345178512.17461
Y17,36299214253.22369
Y18,34557743758.18658
Y19,33127936826.413193
Y20,31235889775.978886
Y21,30333777100.49099
Y22,29111983925.755714
Y23,28970809091.8088
Y24,27630210098.809723
Y25,26233770301.874573
Y26,24288776992.999386
Y27,23105897428.955627
Y28,22053697250.533092
Y29,21006923116.297108
Y30,19973859897.2406
Y31,18544863715.96562
Y32,17348567806.35197
Y33,16031771835.076689
Y34,15237627038.67286
Y35,13990820081.555607
Y36,13233015075.420946
Y37,12582052160.70324
Y38,11976490208.849392
Y39,11432751997.85756
Y40,10915433264.807049
Y41,10549666633.90421
Y42,10047698415.390646
Y43,9796162775.343863
Y44,9306273452.652107
Y45,8843283307.473476
Y46,8352843355.933819
Y47,7995641032.270839
Y48,7583894208.603671
Y49,7184954877.50477
Y50,6792435897.001975
