Year,Actualized cost
Y0,50633370262.529076
Y1,101321597128.70963
Y2,159237450196.89438
Y3,102319154004.90906
Y4,97094020094.03566
Y5,92199419326.0968
Y6,86596320206.19937
Y7,81279941492.40948
Y8,76298867065.17096
Y9,71635018413.90097
Y10,65206959198.778534
Y11,58828610187.30932
Y12,54372429487.41559
Y13,48768046345.94465
Y14,43549152199.249115
Y15,42406376227.72827
Y16,40570499370.52447
Y17,38742783124.82508
Y18,38057694587.41136
Y19,36116794830.96651
Y20,34155624606.14001
Y21,32230615438.893105
Y22,30897610050.49297
Y23,29629863313.830235
Y24,28295529482.097443
Y25,27190455019.73157
Y26,25217330085.290707
Y27,24101577693.383038
Y28,22895916317.802185
Y29,21809040636.461792
Y30,20737781405.5994
Y31,19272409360.73107
Y32,18301344600.290813
Y33,17355874951.480614
Y34,16370832865.045729
Y35,15398955505.855663
Y36,14312221122.68431
Y37,13534102774.04322
Y38,12935937319.316818
Y39,12261357663.325787
Y40,11681426047.791172
Y41,11419108761.594246
Y42,10869805219.235836
Y43,10457617481.973204
Y44,9869915668.775955
Y45,9321600681.702703
Y46,8767374833.00699
Y47,8298998422.374851
Y48,7803857037.956542
Y49,7360801009.003577
Y50,6916222686.2325
