Year,Actualized cost
Y0,68148060102.790985
Y1,94974693511.80714
Y2,158993382556.75964
Y3,91125543157.83992
Y4,88182723730.97781
Y5,85496865102.83076
Y6,80486635460.93965
Y7,73683111384.95918
Y8,69067328265.37163
Y9,64731716614.17835
Y10,60107581893.206085
Y11,56357953481.11178
Y12,60181849465.53459
Y13,48190844263.09794
Y14,45009041582.43226
Y15,43708616358.05325
Y16,42783027749.56878
Y17,41216497896.48861
Y18,38728199702.73665
Y19,38004230233.51085
Y20,33603968296.663948
Y21,32448912150.441788
Y22,30686970704.744392
Y23,28796647955.641502
Y24,27010295734.27895
Y25,25905357015.837032
Y26,24470115074.003952
Y27,23082785286.635338
Y28,21498033962.087624
Y29,20291461021.894955
Y30,19274778939.253944
Y31,18321939430.765095
Y32,16894282830.052008
Y33,16078943458.950739
Y34,15278935232.470072
Y35,14288679477.456158
Y36,13599570063.545404
Y37,12942186768.630407
Y38,12311722971.044144
Y39,11680442673.183601
Y40,11266503169.25612
Y41,10719630831.082275
Y42,10406728145.844904
Y43,9665109518.498396
Y44,9146000448.46845
Y45,8663516275.64258
Y46,8168042074.914467
Y47,7745103469.989863
Y48,7380103503.879872
Y49,7099511587.40334
Y50,6822338024.509591
