Year,Actualized emission
Y0,907372520.5238696
Y1,814752458.7749861
Y2,780911736.6837298
Y3,743736844.7906084
Y4,709465734.7206582
Y5,675550754.5896455
Y6,625766367.7736467
Y7,581001911.9185932
Y8,540510395.171678
Y9,503470026.86051047
Y10,468135805.31630856
Y11,435642227.7716863
Y12,407991962.2664995
Y13,380787321.2589258
Y14,352301653.28191924
Y15,325161663.4015826
Y16,294772501.53178805
Y17,266277668.22011846
Y18,243455841.75220695
Y19,224101825.4936693
Y20,206240520.77790904
Y21,189769280.19405827
Y22,173544622.9848485
Y23,157899159.68814114
Y24,143211806.70572373
Y25,130107201.03777845
Y26,123371607.2135978
Y27,117010336.6736073
Y28,110987079.11539191
Y29,105272135.57253128
Y30,99858238.63365221
Y31,95104273.70417066
Y32,90535465.13667588
Y33,86177794.08055082
Y34,82145691.81459625
Y35,78185648.4873713
Y36,74476554.45110163
Y37,70930051.85819203
Y38,67552430.34113526
Y39,64335621.63977425
Y40,61272020.6093088
Y41,58339156.15108729
Y42,55574869.56480712
Y43,52909366.215148255
Y44,50368276.13539177
Y45,48030654.32626745
Y46,45769809.19491303
Y47,43514410.83876623
Y48,41349315.08943828
Y49,39571350.41191927
Y50,37905042.97833983
