Year,Actualized cost
Y0,50633370262.485054
Y1,101321597128.58644
Y2,159237450196.76053
Y3,138375091795.66098
Y4,130578990127.07597
Y5,123311974482.9001
Y6,115469408218.16693
Y7,108069386607.88956
Y8,101218462573.77545
Y9,94867306902.89107
Y10,88411897611.87915
Y11,79508951101.52481
Y12,72194482296.65884
Y13,66545978481.70303
Y14,61917656646.709175
Y15,57819165104.42778
Y16,54613458679.017784
Y17,52330282468.37449
Y18,50007796568.22022
Y19,47524392162.98328
Y20,44529943147.053314
Y21,42954453485.22238
Y22,41398669601.700806
Y23,39897810127.50546
Y24,38447654344.239975
Y25,37053625114.0016
Y26,34892675306.973656
Y27,33204842569.255737
Y28,31614722358.753265
Y29,30065871092.702522
Y30,28601554337.973
Y31,26761692518.533955
Y32,25433990830.830326
Y33,24168440522.46867
Y34,22963813943.064983
Y35,21674650955.79066
Y36,20254943098.269688
Y37,19246443692.27095
Y38,18300199009.153618
Y39,17399111127.481472
Y40,16547143880.530466
Y41,16053110767.612892
Y42,15315440244.390873
Y43,14584424581.394905
Y44,13831061571.0903
Y45,13057959118.189045
Y46,12347796092.70708
Y47,11710987675.10852
Y48,11082514664.935822
Y49,10480480628.536402
Y50,9906796248.675344
